0,1,2,3,4,5,6,bowler,Innings,Runs,Extras,Dismissals,Balls Bowled,4s,6s,0s,1s,2s,Highest Conceeded,Strike Rate,Bowling Average,economy,Runs Conceded
6.0,10.0,3.0,1.0,0.0,0.0,0.0,A Ashish Reddy,20,386,14,19,264,26.0,20.0,89.0,110.0,23.0,36,13.894736842105264,20.31578947368421,8.772727272727273,400
0.0,2.0,0.0,0.0,0.0,0.0,0.0,A Badoni,2,11,1,2,12,0.0,0.0,4.0,5.0,3.0,6,6.0,5.5,5.5,12
6.0,3.0,2.0,0.0,1.0,0.0,0.0,A Chandila,12,242,3,11,234,17.0,10.0,105.0,91.0,10.0,39,21.272727272727273,22.0,6.205128205128206,245
1.0,3.0,1.0,0.0,0.0,0.0,0.0,A Choudhary,5,137,7,5,102,13.0,6.0,49.0,31.0,9.0,51,20.4,27.4,8.058823529411764,144
1.0,0.0,0.0,0.0,0.0,0.0,0.0,A Dananjaya,1,46,1,0,24,2.0,4.0,7.0,10.0,2.0,46,inf,inf,11.5,47
1.0,2.0,0.0,0.0,0.0,0.0,0.0,A Flintoff,3,105,1,2,66,7.0,7.0,21.0,27.0,4.0,50,33.0,52.5,9.545454545454545,106
15.0,16.0,6.0,1.0,2.0,2.0,0.0,A Kumble,42,1027,62,49,970,72.0,35.0,410.0,406.0,57.0,46,19.79591836734694,20.959183673469386,6.352577319587629,1089
53.0,54.0,27.0,14.0,5.0,1.0,0.0,A Mishra,154,3897,125,175,3266,228.0,175.0,1244.0,1415.0,248.0,55,18.662857142857142,22.268571428571427,7.159216166564605,4022
10.0,4.0,2.0,0.0,0.0,0.0,0.0,A Mithun,16,448,29,8,297,42.0,21.0,114.0,117.0,17.0,39,37.125,56.0,9.05050505050505,477
22.0,33.0,15.0,15.0,2.0,1.0,0.0,A Nehra,88,2422,115,121,1917,279.0,76.0,888.0,621.0,103.0,53,15.84297520661157,20.016528925619834,7.580594679186229,2537
0.0,1.0,0.0,0.0,0.0,0.0,0.0,A Nel,1,31,0,1,18,3.0,2.0,7.0,5.0,1.0,31,18.0,31.0,10.333333333333334,31
5.0,10.0,12.0,2.0,1.0,0.0,0.0,A Nortje,30,884,62,44,686,93.0,34.0,314.0,228.0,31.0,50,15.590909090909092,20.09090909090909,7.7317784256559765,946
6.0,7.0,7.0,2.0,1.0,0.0,0.0,A Singh,23,603,36,31,474,67.0,17.0,212.0,148.0,41.0,47,15.290322580645162,19.451612903225808,7.632911392405063,639
14.0,10.0,5.0,1.0,0.0,0.0,0.0,A Symonds,30,656,38,23,528,44.0,33.0,219.0,207.0,36.0,46,22.956521739130434,28.52173913043478,7.454545454545455,694
1.0,0.0,0.0,1.0,0.0,0.0,0.0,A Uniyal,2,64,3,3,36,6.0,3.0,11.0,14.0,4.0,39,12.0,21.333333333333332,10.666666666666666,67
3.0,6.0,3.0,1.0,0.0,0.0,1.0,A Zampa,14,361,12,21,287,15.0,20.0,98.0,138.0,20.0,53,13.666666666666666,17.19047619047619,7.547038327526133,373
7.0,4.0,2.0,0.0,0.0,0.0,0.0,AA Chavan,13,318,21,8,248,28.0,16.0,117.0,79.0,14.0,41,31.0,39.75,7.693548387096774,339
9.0,1.0,0.0,0.0,0.0,0.0,0.0,AA Jhunjhunwala,10,126,4,1,85,10.0,5.0,31.0,31.0,10.0,27,85.0,126.0,8.894117647058824,130
0.0,1.0,0.0,0.0,0.0,0.0,0.0,AA Kazi,1,20,1,1,12,1.0,1.0,3.0,6.0,2.0,20,12.0,20.0,10.0,21
0.0,1.0,0.0,0.0,0.0,0.0,0.0,AA Noffke,1,35,6,1,24,2.0,2.0,8.0,11.0,2.0,35,24.0,35.0,8.75,41
21.0,12.0,6.0,3.0,0.0,0.0,0.0,AB Agarkar,42,1112,62,33,784,113.0,41.0,310.0,305.0,46.0,49,23.757575757575758,33.696969696969695,8.510204081632653,1174
27.0,25.0,14.0,7.0,2.0,0.0,0.0,AB Dinda,75,1987,116,82,1530,232.0,58.0,711.0,483.0,95.0,61,18.658536585365855,24.23170731707317,7.792156862745099,2103
3.0,3.0,2.0,1.0,1.0,0.0,0.0,AB McDonald,10,259,4,14,186,20.0,11.0,54.0,93.0,10.0,42,13.285714285714286,18.5,8.35483870967742,263
0.0,1.0,0.0,0.0,0.0,0.0,0.0,AC Gilchrist,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0
4.0,7.0,3.0,1.0,0.0,0.0,0.0,AC Thomas,15,394,22,16,317,41.0,11.0,143.0,104.0,26.0,50,19.8125,24.625,7.457413249211356,416
6.0,1.0,0.0,0.0,0.0,0.0,0.0,AC Voges,7,74,2,1,54,8.0,2.0,17.0,28.0,1.0,17,54.0,74.0,8.222222222222223,76
4.0,3.0,4.0,1.0,0.0,1.0,0.0,AD Mascarenhas,13,353,12,19,308,34.0,8.0,132.0,105.0,29.0,34,16.210526315789473,18.57894736842105,6.876623376623376,365
23.0,17.0,2.0,1.0,1.0,0.0,0.0,AD Mathews,44,1054,41,28,792,98.0,29.0,253.0,366.0,61.0,43,28.285714285714285,37.642857142857146,7.984848484848485,1095
34.0,30.0,14.0,6.0,3.0,1.0,1.0,AD Russell,89,2114,100,99,1437,215.0,89.0,567.0,512.0,97.0,52,14.515151515151516,21.353535353535353,8.826722338204593,2214
5.0,3.0,0.0,2.0,0.0,0.0,0.0,AF Milne,10,313,26,9,208,35.0,13.0,87.0,69.0,13.0,47,23.11111111111111,34.77777777777778,9.028846153846153,339
7.0,1.0,1.0,3.0,0.0,0.0,0.0,AG Murtaza,12,304,18,12,264,22.0,14.0,111.0,112.0,10.0,46,22.0,25.333333333333332,6.90909090909091,322
4.0,1.0,0.0,0.0,0.0,0.0,0.0,AJ Finch,5,66,1,1,43,4.0,4.0,14.0,18.0,4.0,29,43.0,66.0,9.209302325581396,67
10.0,5.0,8.0,3.0,2.0,2.0,0.0,AJ Tye,30,949,56,48,687,90.0,33.0,253.0,289.0,47.0,47,14.3125,19.770833333333332,8.2882096069869,1005
5.0,1.0,0.0,0.0,0.0,0.0,0.0,AK Markram,6,86,1,1,60,4.0,6.0,18.0,32.0,1.0,36,60.0,86.0,8.6,87
10.0,1.0,1.0,0.0,0.0,0.0,0.0,AL Menaria,12,140,4,3,110,15.0,4.0,43.0,46.0,5.0,20,36.666666666666664,46.666666666666664,7.636363636363637,144
12.0,6.0,0.0,1.0,0.0,0.0,0.0,AM Nayar,19,311,12,9,229,22.0,13.0,80.0,103.0,21.0,25,25.444444444444443,34.55555555555556,8.148471615720524,323
0.0,1.0,0.0,0.0,0.0,0.0,0.0,AM Rahane,1,5,0,1,6,0.0,0.0,2.0,3.0,1.0,5,6.0,5.0,5.0,5
2.0,3.0,2.0,0.0,0.0,0.0,0.0,AM Salvi,7,190,15,7,150,18.0,7.0,67.0,52.0,12.0,39,21.428571428571427,27.142857142857142,7.6,205
6.0,8.0,2.0,1.0,0.0,0.0,0.0,AN Ahmed,17,467,48,15,349,43.0,20.0,144.0,135.0,20.0,58,23.266666666666666,31.133333333333333,8.02865329512894,515
0.0,1.0,2.0,0.0,0.0,0.0,0.0,AP Dole,3,105,9,5,67,11.0,4.0,28.0,23.0,7.0,40,13.4,21.0,9.402985074626866,114
47.0,44.0,26.0,3.0,1.0,0.0,0.0,AR Patel,121,3043,97,109,2559,195.0,124.0,922.0,1203.0,149.0,51,23.477064220183486,27.91743119266055,7.1348182883939035,3140
5.0,4.0,2.0,0.0,0.0,0.0,1.0,AS Joseph,12,342,16,14,233,34.0,18.0,104.0,70.0,14.0,53,16.642857142857142,24.428571428571427,8.806866952789699,358
14.0,10.0,3.0,1.0,0.0,1.0,0.0,AS Rajpoot,29,772,72,24,539,89.0,31.0,247.0,172.0,26.0,56,22.458333333333332,32.166666666666664,8.59369202226345,844
5.0,0.0,0.0,0.0,0.0,0.0,0.0,AS Raut,5,44,1,0,30,4.0,1.0,7.0,14.0,4.0,13,inf,inf,8.799999999999999,45
1.0,2.0,0.0,0.0,0.0,0.0,0.0,AS Roy,3,63,3,2,54,2.0,3.0,18.0,31.0,3.0,28,27.0,31.5,7.0,66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AU Rashid,1,35,0,0,18,1.0,4.0,6.0,7.0,0.0,35,inf,inf,11.666666666666666,35
3.0,0.0,0.0,0.0,0.0,0.0,0.0,AUK Pathan,3,57,6,0,39,5.0,2.0,11.0,21.0,2.0,30,inf,inf,8.769230769230768,63
3.0,2.0,0.0,0.0,0.0,0.0,0.0,Abdul Samad,5,108,5,2,54,6.0,8.0,12.0,22.0,7.0,36,27.0,54.0,12.0,113
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdur Razzak,1,23,6,0,13,3.0,1.0,6.0,3.0,1.0,23,inf,inf,10.615384615384615,29
12.0,3.0,2.0,0.0,0.0,0.0,0.0,Abhishek Sharma,17,208,10,7,157,11.0,9.0,45.0,82.0,14.0,32,22.428571428571427,29.714285714285715,7.949044585987261,218
2.0,1.0,1.0,1.0,0.0,0.0,0.0,Akash Deep,5,199,7,6,115,15.0,14.0,46.0,33.0,11.0,54,19.166666666666668,33.166666666666664,10.382608695652173,206
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Akash Singh,1,39,0,0,24,5.0,1.0,7.0,9.0,2.0,39,inf,inf,9.75,39
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Aman Hakim Khan,1,13,0,0,6,1.0,1.0,1.0,3.0,0.0,13,inf,inf,13.0,13
1.0,6.0,0.0,0.0,1.0,0.0,0.0,Anand Rajan,8,188,18,10,150,17.0,8.0,75.0,52.0,10.0,43,15.0,18.8,7.5200000000000005,206
11.0,8.0,2.0,0.0,0.0,0.0,0.0,Ankit Sharma,21,436,17,12,367,28.0,18.0,147.0,154.0,24.0,32,30.583333333333332,36.333333333333336,7.128065395095367,453
4.0,0.0,2.0,0.0,0.0,0.0,0.0,Ankit Soni,6,141,4,4,109,8.0,7.0,41.0,45.0,11.0,31,27.25,35.25,7.761467889908257,145
9.0,7.0,4.0,2.0,0.0,0.0,0.0,Anureet Singh,22,601,35,21,419,65.0,22.0,166.0,147.0,28.0,56,19.952380952380953,28.61904761904762,8.606205250596659,636
11.0,14.0,7.0,3.0,1.0,1.0,0.0,Arshdeep Singh,37,1003,83,46,762,100.0,28.0,317.0,283.0,73.0,41,16.565217391304348,21.804347826086957,7.897637795275591,1086
11.0,12.0,7.0,7.0,1.0,0.0,0.0,Avesh Khan,38,1124,66,51,835,120.0,47.0,385.0,273.0,40.0,56,16.372549019607842,22.03921568627451,8.076646706586827,1190
9.0,2.0,7.0,5.0,0.0,0.0,0.0,Azhar Mahmood,23,681,26,31,542,73.0,18.0,219.0,207.0,33.0,42,17.483870967741936,21.967741935483872,7.538745387453874,707
8.0,3.0,2.0,0.0,0.0,0.0,0.0,B Akhil,13,235,11,7,189,18.0,9.0,69.0,85.0,12.0,39,27.0,33.57142857142857,7.4603174603174605,246
1.0,0.0,0.0,0.0,0.0,0.0,0.0,B Chipli,1,20,0,0,6,1.0,2.0,1.0,0.0,2.0,20,inf,inf,20.0,20
0.0,2.0,0.0,0.0,0.0,0.0,0.0,B Geeves,2,90,1,2,48,17.0,1.0,16.0,14.0,1.0,49,24.0,45.0,11.25,91
49.0,46.0,38.0,10.0,2.0,1.0,0.0,B Kumar,146,3818,246,165,3273,400.0,111.0,1581.0,1054.0,223.0,52,19.836363636363636,23.13939393939394,6.999083409715857,4064
3.0,2.0,4.0,0.0,0.0,0.0,0.0,B Laughlin,9,271,13,10,169,26.0,10.0,54.0,71.0,18.0,46,16.9,27.1,9.621301775147929,284
15.0,17.0,5.0,1.0,0.0,0.0,0.0,B Lee,38,1042,84,30,888,123.0,25.0,435.0,267.0,65.0,43,29.6,34.733333333333334,7.04054054054054,1126
2.0,1.0,3.0,0.0,0.0,0.0,0.0,B Stanlake,6,194,6,7,144,19.0,9.0,70.0,43.0,6.0,41,20.571428571428573,27.714285714285715,8.083333333333334,200
8.0,3.0,3.0,0.0,1.0,0.0,0.0,BA Bhatt,15,389,19,13,297,35.0,13.0,104.0,133.0,16.0,34,22.846153846153847,29.923076923076923,7.858585858585858,408
18.0,10.0,6.0,3.0,0.0,0.0,0.0,BA Stokes,37,938,67,31,687,97.0,32.0,281.0,258.0,47.0,45,22.161290322580644,30.258064516129032,8.192139737991265,1005
3.0,5.0,2.0,0.0,0.0,0.0,0.0,BAW Mendis,10,295,11,9,245,17.0,12.0,83.0,118.0,17.0,39,27.22222222222222,32.77777777777778,7.224489795918368,306
9.0,11.0,3.0,1.0,0.0,0.0,0.0,BB Sran,24,718,49,20,486,73.0,29.0,207.0,167.0,37.0,48,24.3,35.9,8.864197530864198,767
8.0,6.0,3.0,0.0,0.0,0.0,0.0,BCJ Cutting,17,422,8,12,281,44.0,15.0,85.0,132.0,12.0,40,23.416666666666668,35.166666666666664,9.01067615658363,430
1.0,3.0,1.0,2.0,0.0,0.0,0.0,BE Hendricks,7,224,15,11,151,24.0,7.0,61.0,48.0,13.0,57,13.727272727272727,20.363636363636363,8.900662251655628,239
9.0,8.0,1.0,1.0,0.0,1.0,0.0,BJ Hodge,20,294,16,18,234,17.0,14.0,83.0,106.0,18.0,29,13.0,16.333333333333332,7.538461538461538,310
1.0,0.0,0.0,0.0,0.0,0.0,0.0,BJ Rohrer,1,11,1,0,6,2.0,0.0,2.0,3.0,0.0,11,inf,inf,11.0,12
1.0,1.0,0.0,0.0,0.0,0.0,0.0,BMAJ Mendis,2,36,0,1,30,2.0,2.0,11.0,14.0,1.0,20,30.0,36.0,7.199999999999999,36
1.0,10.0,5.0,1.0,0.0,0.0,0.0,BW Hilfenhaus,17,461,36,23,375,48.0,21.0,200.0,100.0,20.0,40,16.304347826086957,20.043478260869566,7.376,497
10.0,7.0,6.0,1.0,1.0,0.0,0.0,Basil Thampi,25,828,34,26,522,75.0,41.0,181.0,203.0,38.0,69,20.076923076923077,31.846153846153847,9.517241379310345,862
12.0,10.0,6.0,0.0,0.0,0.0,0.0,Bipul Sharma,28,557,24,22,426,28.0,31.0,149.0,199.0,27.0,40,19.363636363636363,25.318181818181817,7.845070422535212,581
1.0,0.0,0.0,0.0,0.0,0.0,0.0,C Ganapathy,1,13,0,0,6,1.0,1.0,1.0,3.0,0.0,13,inf,inf,13.0,13
2.0,0.0,0.0,0.0,0.0,0.0,0.0,C Munro,2,15,0,0,12,1.0,1.0,5.0,5.0,0.0,8,inf,inf,7.5,15
1.0,2.0,0.0,0.0,0.0,0.0,0.0,C Nanda,3,55,3,2,48,1.0,2.0,16.0,23.0,8.0,32,24.0,27.5,6.875,58
6.0,7.0,2.0,2.0,0.0,0.0,0.0,C Sakariya,17,481,40,17,382,43.0,15.0,158.0,161.0,26.0,41,22.470588235294116,28.294117647058822,7.554973821989529,521
14.0,4.0,0.0,1.0,0.0,0.0,0.0,C de Grandhomme,19,301,22,7,218,22.0,13.0,75.0,105.0,15.0,35,31.142857142857142,43.0,8.284403669724771,323
25.0,8.0,4.0,1.0,0.0,0.0,0.0,CH Gayle,38,680,75,19,557,49.0,27.0,224.0,250.0,30.0,38,29.31578947368421,35.78947368421053,7.324955116696589,755
24.0,25.0,19.0,9.0,3.0,1.0,0.0,CH Morris,81,2220,157,107,1731,222.0,79.0,781.0,591.0,117.0,50,16.177570093457945,20.747663551401867,7.694974003466205,2377
11.0,9.0,1.0,1.0,0.0,0.0,0.0,CJ Anderson,22,497,28,14,297,52.0,23.0,104.0,121.0,15.0,56,21.214285714285715,35.5,10.040404040404042,525
1.0,0.0,0.0,0.0,0.0,0.0,0.0,CJ Dala,1,33,1,0,18,3.0,2.0,8.0,3.0,3.0,33,inf,inf,11.0,34
1.0,0.0,0.0,0.0,0.0,0.0,0.0,CJ Green,1,24,0,0,17,4.0,0.0,6.0,6.0,1.0,24,inf,inf,8.470588235294118,24
10.0,9.0,4.0,4.0,1.0,0.0,0.0,CJ Jordan,28,805,65,33,547,74.0,33.0,212.0,208.0,47.0,57,16.575757575757574,24.393939393939394,8.829981718464351,870
1.0,1.0,0.0,0.0,0.0,0.0,0.0,CJ McKay,2,60,0,1,42,8.0,1.0,14.0,17.0,1.0,36,42.0,60.0,8.571428571428571,60
3.0,0.0,0.0,0.0,0.0,0.0,0.0,CK Kapugedera,3,49,0,0,17,5.0,3.0,0.0,7.0,2.0,26,inf,inf,17.294117647058822,49
0.0,2.0,4.0,1.0,0.0,0.0,0.0,CK Langeveldt,7,178,21,13,157,17.0,8.0,84.0,50.0,6.0,45,12.076923076923077,13.692307692307692,6.802547770700636,199
5.0,1.0,0.0,0.0,0.0,0.0,0.0,CL White,6,81,5,1,42,5.0,6.0,12.0,21.0,2.0,22,42.0,81.0,11.571428571428571,86
6.0,6.0,2.0,2.0,0.0,0.0,0.0,CR Brathwaite,16,363,21,16,257,37.0,12.0,89.0,113.0,15.0,41,16.0625,22.6875,8.474708171206226,384
4.0,6.0,8.0,3.0,0.0,0.0,0.0,CR Woakes,21,635,39,31,441,68.0,28.0,195.0,149.0,23.0,46,14.225806451612904,20.483870967741936,8.639455782312925,674
1.0,3.0,4.0,1.0,0.0,1.0,0.0,CRD Fernando,10,279,27,19,238,30.0,9.0,119.0,78.0,12.0,39,12.526315789473685,14.68421052631579,7.033613445378151,306
14.0,17.0,9.0,0.0,1.0,1.0,0.0,CV Varun,42,1151,35,44,978,77.0,46.0,374.0,426.0,66.0,49,22.227272727272727,26.15909090909091,7.061349693251533,1186
0.0,1.0,0.0,0.0,0.0,0.0,0.0,D Brevis,1,8,0,1,3,2.0,0.0,1.0,0.0,0.0,8,3.0,8.0,16.0,8
1.0,2.0,0.0,0.0,0.0,0.0,0.0,D Kalyankrishna,3,85,3,2,48,8.0,4.0,13.0,22.0,2.0,32,24.0,42.5,10.625,88
2.0,1.0,3.0,0.0,0.0,0.0,0.0,D Pretorius,6,198,15,7,126,11.0,11.0,49.0,47.0,19.0,48,18.0,28.285714285714285,9.428571428571429,213
4.0,1.0,0.0,0.0,0.0,0.0,0.0,D Salunkhe,5,70,10,1,48,6.0,3.0,18.0,21.0,2.0,23,48.0,70.0,8.75,80
5.0,4.0,3.0,1.0,1.0,0.0,0.0,D Wiese,14,390,19,17,279,44.0,9.0,93.0,127.0,15.0,46,16.41176470588235,22.941176470588236,8.387096774193548,409
0.0,1.0,0.0,1.0,0.0,0.0,0.0,D du Preez,2,55,1,4,43,6.0,1.0,18.0,13.0,3.0,31,10.75,13.75,7.674418604651163,56
1.0,0.0,0.0,0.0,0.0,0.0,0.0,DA Warner,1,1,1,0,1,0.0,0.0,1.0,1.0,0.0,1,inf,inf,6.0,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,DAJ Bracewell,1,31,1,3,24,2.0,2.0,11.0,9.0,1.0,31,8.0,10.333333333333334,7.75,32
1.0,1.0,0.0,0.0,0.0,0.0,0.0,DB Ravi Teja,2,28,0,1,18,1.0,2.0,4.0,10.0,1.0,19,18.0,28.0,9.333333333333334,28
6.0,7.0,8.0,4.0,2.0,0.0,0.0,DE Bollinger,27,663,53,43,578,73.0,19.0,292.0,183.0,29.0,38,13.44186046511628,15.418604651162791,6.88235294117647,716
1.0,0.0,1.0,0.0,0.0,0.0,0.0,DG Nalkande,2,57,2,2,31,5.0,3.0,10.0,11.0,4.0,36,15.5,28.5,11.032258064516128,59
40.0,54.0,43.0,17.0,4.0,0.0,0.0,DJ Bravo,158,4178,258,207,3129,348.0,155.0,1225.0,1291.0,269.0,50,15.115942028985508,20.183574879227052,8.01150527325024,4436
2.0,0.0,0.0,0.0,0.0,0.0,0.0,DJ Harris,2,26,0,0,18,2.0,1.0,4.0,10.0,1.0,15,inf,inf,8.666666666666666,26
21.0,8.0,1.0,0.0,0.0,0.0,0.0,DJ Hooda,30,489,16,10,349,36.0,22.0,110.0,169.0,22.0,37,34.9,48.9,8.406876790830946,505
19.0,4.0,3.0,0.0,0.0,0.0,0.0,DJ Hussey,26,467,18,10,317,30.0,25.0,98.0,144.0,25.0,36,31.7,46.7,8.839116719242902,485
2.0,0.0,0.0,0.0,0.0,0.0,0.0,DJ Mitchell,2,26,1,0,12,3.0,1.0,2.0,6.0,1.0,20,inf,inf,13.0,27
3.0,2.0,1.0,0.0,0.0,0.0,0.0,DJ Muthuswami,6,101,7,4,84,14.0,3.0,47.0,14.0,5.0,24,21.0,25.25,7.2142857142857135,108
2.0,1.0,1.0,0.0,0.0,0.0,0.0,DJ Thornely,4,38,2,3,42,5.0,0.0,21.0,18.0,0.0,15,14.0,12.666666666666666,5.428571428571429,40
4.0,3.0,0.0,0.0,0.0,0.0,0.0,DJ Willey,7,166,5,3,126,18.0,5.0,48.0,48.0,8.0,46,42.0,55.333333333333336,7.904761904761905,171
13.0,3.0,1.0,1.0,0.0,0.0,1.0,DJG Sammy,19,341,13,14,238,33.0,12.0,82.0,97.0,20.0,34,17.0,24.357142857142858,8.596638655462185,354
1.0,1.0,0.0,0.0,0.0,0.0,0.0,DJM Short,2,19,4,1,18,1.0,1.0,8.0,7.0,1.0,10,18.0,19.0,6.333333333333334,23
26.0,21.0,11.0,3.0,1.0,1.0,0.0,DL Chahar,63,1661,78,61,1329,206.0,43.0,642.0,419.0,69.0,45,21.78688524590164,27.229508196721312,7.498871331828443,1739
12.0,15.0,4.0,2.0,0.0,1.0,0.0,DL Vettori,34,871,23,34,777,67.0,24.0,291.0,348.0,54.0,42,22.852941176470587,25.61764705882353,6.725868725868725,894
1.0,2.0,0.0,0.0,0.0,0.0,0.0,DNT Zoysa,3,96,4,2,68,12.0,3.0,26.0,26.0,2.0,36,34.0,48.0,8.470588235294118,100
7.0,12.0,5.0,4.0,1.0,0.0,0.0,DP Nannes,29,734,81,38,650,89.0,15.0,347.0,198.0,32.0,48,17.105263157894736,19.31578947368421,6.775384615384615,815
5.0,4.0,0.0,0.0,0.0,0.0,0.0,DP Vijaykumar,9,192,13,4,154,23.0,5.0,74.0,46.0,9.0,31,38.5,48.0,7.48051948051948,205
6.0,8.0,0.0,1.0,1.0,0.0,0.0,DR Sams,16,489,39,15,362,41.0,25.0,172.0,127.0,24.0,55,24.133333333333333,32.6,8.104972375690608,528
28.0,12.0,4.0,1.0,1.0,0.0,0.0,DR Smith,46,787,38,27,543,75.0,33.0,194.0,221.0,34.0,35,20.11111111111111,29.14814814814815,8.696132596685082,825
36.0,31.0,16.0,8.0,1.0,0.0,0.0,DS Kulkarni,92,2364,149,91,1794,271.0,81.0,849.0,562.0,108.0,51,19.714285714285715,25.978021978021978,7.906354515050167,2513
21.0,16.0,12.0,0.0,0.0,0.0,0.0,DT Christian,49,1152,66,40,886,103.0,39.0,354.0,348.0,76.0,49,22.15,28.8,7.8013544018058685,1218
36.0,24.0,24.0,11.0,0.0,0.0,0.0,DW Steyn,95,2406,177,105,2189,284.0,55.0,1159.0,641.0,130.0,56,20.847619047619048,22.914285714285715,6.594792142530837,2583
1.0,0.0,0.0,0.0,0.0,0.0,0.0,F du Plessis,1,16,0,0,6,0.0,2.0,0.0,4.0,0.0,16,inf,inf,16.0,16
2.0,2.0,0.0,0.0,0.0,0.0,0.0,FA Allen,4,135,1,2,90,11.0,7.0,27.0,44.0,1.0,46,45.0,67.5,9.0,136
2.0,2.0,2.0,0.0,0.0,0.0,0.0,FH Edwards,6,144,16,6,141,20.0,2.0,84.0,36.0,8.0,40,23.5,24.0,6.127659574468085,160
1.0,1.0,0.0,0.0,0.0,0.0,0.0,FY Fazal,2,20,0,1,12,1.0,1.0,1.0,8.0,1.0,14,12.0,20.0,10.0,20
2.0,0.0,1.0,0.0,0.0,0.0,0.0,Fazalhaq Farooqi,3,106,4,2,72,10.0,4.0,28.0,27.0,6.0,47,36.0,53.0,8.833333333333334,110
6.0,8.0,5.0,1.0,1.0,0.0,0.0,GB Hogg,21,552,33,25,459,40.0,21.0,177.0,193.0,32.0,39,18.36,22.08,7.215686274509803,585
1.0,3.0,1.0,1.0,0.0,0.0,0.0,GC Viljoen,6,210,19,8,138,25.0,6.0,55.0,47.0,12.0,49,17.25,26.25,9.130434782608695,229
5.0,6.0,2.0,0.0,1.0,0.0,0.0,GD McGrath,14,352,14,14,325,41.0,10.0,166.0,100.0,10.0,42,23.214285714285715,25.142857142857142,6.498461538461538,366
1.0,1.0,0.0,0.0,0.0,0.0,0.0,GD Phillips,2,19,1,1,12,2.0,1.0,5.0,5.0,0.0,16,12.0,19.0,9.5,20
5.0,1.0,0.0,0.0,0.0,0.0,0.0,GH Vihari,6,46,2,1,42,5.0,1.0,19.0,16.0,2.0,14,42.0,46.0,6.571428571428572,48
2.0,3.0,0.0,0.0,0.0,0.0,0.0,GHS Garton,5,128,8,3,92,11.0,6.0,38.0,36.0,6.0,29,30.666666666666668,42.666666666666664,8.347826086956522,136
42.0,17.0,7.0,0.0,0.0,0.0,0.0,GJ Maxwell,66,1060,27,31,786,60.0,60.0,273.0,361.0,48.0,39,25.35483870967742,34.193548387096776,8.091603053435115,1087
0.0,1.0,0.0,0.0,0.0,0.0,0.0,GR Napier,1,27,1,1,24,2.0,1.0,9.0,11.0,1.0,27,24.0,27.0,6.75,28
1.0,1.0,0.0,0.0,0.0,0.0,0.0,GS Sandhu,2,82,4,1,48,8.0,2.0,10.0,18.0,10.0,49,48.0,82.0,10.25,86
1.0,3.0,0.0,0.0,0.0,0.0,0.0,Gagandeep Singh,4,141,1,3,84,14.0,6.0,26.0,27.0,11.0,43,28.0,47.0,10.071428571428571,142
3.0,1.0,2.0,0.0,0.0,0.0,0.0,Gurkeerat Singh,6,93,4,5,78,6.0,3.0,30.0,36.0,6.0,27,15.6,18.6,7.153846153846153,97
3.0,3.0,2.0,0.0,0.0,0.0,0.0,HF Gurney,8,231,8,7,163,23.0,7.0,57.0,67.0,15.0,41,23.285714285714285,33.0,8.503067484662576,239
35.0,22.0,8.0,5.0,0.0,0.0,0.0,HH Pandya,70,1484,82,53,1056,136.0,65.0,430.0,401.0,66.0,54,19.92452830188679,28.0,8.431818181818182,1566
4.0,0.0,1.0,0.0,0.0,0.0,0.0,HR Shokeen,5,123,7,2,90,7.0,10.0,47.0,26.0,3.0,47,45.0,61.5,8.2,130
18.0,27.0,20.0,8.0,1.0,1.0,1.0,HV Patel,76,2121,141,106,1595,189.0,87.0,659.0,620.0,109.0,53,15.047169811320755,20.00943396226415,7.978683385579938,2262
65.0,49.0,31.0,11.0,3.0,1.0,0.0,Harbhajan Singh,160,3928,173,161,3420,296.0,145.0,1390.0,1468.0,185.0,56,21.242236024844722,24.39751552795031,6.891228070175439,4101
10.0,8.0,7.0,3.0,0.0,0.0,0.0,Harmeet Singh,28,698,49,31,553,69.0,22.0,236.0,204.0,43.0,45,17.838709677419356,22.516129032258064,7.573236889692586,747
10.0,3.0,0.0,2.0,0.0,0.0,0.0,Harpreet Brar,15,363,16,9,288,21.0,19.0,115.0,118.0,22.0,40,32.0,40.333333333333336,7.5625,379
1.0,1.0,0.0,0.0,0.0,0.0,0.0,Harshit Rana,2,50,2,1,31,5.0,3.0,12.0,10.0,1.0,27,31.0,50.0,9.677419354838708,52
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I Malhotra,1,23,0,0,6,2.0,2.0,0.0,1.0,1.0,23,inf,inf,23.0,23
43.0,32.0,14.0,3.0,0.0,1.0,0.0,I Sharma,93,2582,197,74,2018,310.0,80.0,987.0,575.0,127.0,63,27.27027027027027,34.891891891891895,7.676907829534192,2779
4.0,4.0,2.0,0.0,0.0,0.0,0.0,I Udana,10,274,12,8,174,26.0,11.0,57.0,72.0,16.0,42,21.75,34.25,9.448275862068964,286
