player,batter_matches_played,runs_scored,dismissals,balls_faced,0s_scored,1s_scored,2s_scored,4s_scored,6s_scored,high_score,25_scored,50_scored,75_scored,100_scored,strike_rate_x,batting_average,notout,explosivity_rating,0_wickets_taken,1_wickets_taken,2_wickets_taken,3_wickets_taken,4_wickets_taken,5_wickets_taken,6_wickets_taken,bowler_matches_played,runs_conceded,extras_runs_conceded,wickets_taken,balls_bowled,4s_conceded,6s_conceded,0s_conceded,1s_conceded,2s_conceded,highest_conceded,strike_rate_y,bowling_average,economy,total_runs_conceded
Z Khan,27.0,117.0,15.0,141.0,74.0,47.0,7.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,82.97872340425532,7.8,12.0,0.09,28.0,35.0,22.0,9.0,3.0,0.0,0.0,97.0,2657.0,167.0,118.0,2166.0,307.0,64.0,983.0,735.0,139.0,50.0,18.35593220338983,22.516949152542374,7.360110803324099,2824.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,1.0,18.0,3.0,2.0,7.0,5.0,1.0,31.0,18.0,31.0,10.333333333333334,31.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,12.0,1.0,1.0,3.0,6.0,2.0,20.0,12.0,20.0,10.0,21.0
,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,173.0,15.0,6.0,138.0,16.0,7.0,63.0,49.0,9.0,39.0,23.0,28.833333333333332,7.521739130434783,188.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,18.0,1.0,4.0,6.0,7.0,0.0,35.0,inf,inf,11.666666666666666,35.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,24.0,5.0,1.0,7.0,9.0,2.0,39.0,inf,inf,9.75,39.0
,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,0.0,1.0,0.0,0.0,8.0,188.0,18.0,10.0,150.0,17.0,8.0,75.0,52.0,10.0,43.0,15.0,18.8,7.5200000000000005,206.0
,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,1.0,2.0,48.0,17.0,1.0,16.0,14.0,1.0,49.0,24.0,45.0,11.25,91.0
,,,,,,,,,,,,,,,,,,,1.0,10.0,5.0,1.0,0.0,0.0,0.0,17.0,461.0,36.0,23.0,375.0,48.0,21.0,200.0,100.0,20.0,40.0,16.304347826086957,20.043478260869566,7.376,497.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,13.0,inf,inf,13.0,13.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,0.0,18.0,3.0,2.0,8.0,3.0,3.0,33.0,inf,inf,11.0,34.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,17.0,4.0,0.0,6.0,6.0,1.0,24.0,inf,inf,8.470588235294118,24.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,57.0,2.0,2.0,31.0,5.0,3.0,10.0,11.0,4.0,36.0,15.5,28.5,11.032258064516128,59.0
,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,4.0,1.0,48.0,8.0,2.0,10.0,18.0,10.0,49.0,48.0,82.0,10.25,86.0
,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,141.0,1.0,3.0,84.0,14.0,6.0,26.0,27.0,11.0,43.0,28.0,47.0,10.071428571428571,142.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,5.0,1.0,24.0,6.0,1.0,12.0,7.0,0.0,37.0,24.0,37.0,9.25,42.0
,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,162.0,6.0,5.0,114.0,19.0,8.0,57.0,28.0,5.0,48.0,22.8,32.4,8.526315789473685,168.0
,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,63.0,3.0,3.0,59.0,11.0,0.0,34.0,13.0,3.0,29.0,19.666666666666668,21.0,6.40677966101695,66.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,18.0,4.0,0.0,5.0,7.0,2.0,27.0,inf,inf,9.0,27.0
,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,147.0,10.0,3.0,95.0,9.0,10.0,35.0,43.0,4.0,39.0,31.666666666666668,49.0,9.284210526315789,157.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,87.0,4.0,3.0,48.0,6.0,6.0,19.0,13.0,7.0,47.0,16.0,29.0,10.875,91.0
,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,90.0,3.0,4.0,50.0,8.0,6.0,20.0,14.0,4.0,42.0,12.5,22.5,10.8,93.0
,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,3.0,1.0,0.0,0.0,14.0,430.0,30.0,28.0,326.0,39.0,22.0,155.0,111.0,14.0,62.0,11.642857142857142,15.357142857142858,7.914110429447852,460.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,1.0,19.0,4.0,1.0,6.0,7.0,1.0,31.0,19.0,31.0,9.789473684210526,32.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0,15.0,2.0,41.0,6.0,0.0,27.0,13.0,2.0,21.0,20.5,20.5,6.0,56.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,0.0,18.0,6.0,0.0,5.0,8.0,0.0,32.0,inf,inf,10.666666666666666,33.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,1.0,0.0,25.0,6.0,4.0,5.0,7.0,3.0,61.0,inf,inf,14.64,62.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,70.0,1.0,2.0,30.0,7.0,5.0,8.0,10.0,1.0,39.0,15.0,35.0,14.0,71.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,13.0,2.0,0.0,7.0,6.0,1.0,16.0,inf,inf,7.384615384615385,20.0
,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,1.0,24.0,2.0,0.0,17.0,6.0,0.0,7.0,24.0,14.0,3.5,18.0
,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,76.0,9.0,5.0,62.0,9.0,1.0,24.0,26.0,1.0,31.0,12.4,15.2,7.35483870967742,85.0
,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,236.0,5.0,7.0,132.0,29.0,7.0,34.0,51.0,8.0,57.0,18.857142857142858,33.714285714285715,10.727272727272727,241.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,18.0,inf,inf,18.0,18.0
,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,14.0,2.0,100.0,16.0,5.0,48.0,31.0,6.0,42.0,50.0,70.0,8.399999999999999,154.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0,2.0,36.0,1.0,2.0,12.0,20.0,1.0,20.0,18.0,19.0,6.333333333333334,39.0
,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,119.0,3.0,6.0,96.0,7.0,5.0,29.0,53.0,4.0,42.0,16.0,19.833333333333332,7.4375,122.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,11.0,inf,inf,11.0,11.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,12.0,5.0,0.0,5.0,0.0,2.0,24.0,inf,inf,12.0,24.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,18.0,2.0,2.0,1.0,13.0,0.0,33.0,inf,inf,11.0,33.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,3.0,0.0,12.0,2.0,2.0,5.0,3.0,0.0,26.0,inf,inf,13.0,29.0
,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,130.0,5.0,2.0,103.0,16.0,4.0,48.0,34.0,4.0,31.0,51.5,65.0,7.572815533980583,135.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,69.0,2.0,2.0,48.0,6.0,3.0,19.0,17.0,5.0,36.0,24.0,34.5,8.625,71.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,53.0,3.0,3.0,42.0,6.0,1.0,16.0,17.0,3.0,31.0,14.0,17.666666666666668,7.571428571428571,56.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,1.0,24.0,3.0,3.0,7.0,10.0,1.0,42.0,24.0,42.0,10.5,42.0
,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0,1.0,0.0,5.0,1.0,0.0,5.0,6.0,5.0,5.0,6.0
,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,1.0,25.0,4.0,0.0,4.0,16.0,1.0,19.0,25.0,34.0,8.16,34.0
,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,132.0,5.0,1.0,71.0,9.0,9.0,22.0,26.0,8.0,46.0,71.0,132.0,11.154929577464788,137.0
,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,21.0,2.0,2.0,6.0,9.0,2.0,33.0,inf,inf,9.428571428571429,33.0
