player,batter_matches_played,runs_scored,dismissals,balls_faced,0s_scored,1s_scored,2s_scored,4s_scored,6s_scored,high_score,25_scored,50_scored,75_scored,100_scored,strike_rate_x,batting_average,notout,explosivity_rating,0_wickets_taken,1_wickets_taken,2_wickets_taken,3_wickets_taken,4_wickets_taken,5_wickets_taken,6_wickets_taken,bowler_matches_played,runs_conceded,extras_runs_conceded,wickets_taken,balls_bowled,4s_conceded,6s_conceded,0s_conceded,1s_conceded,2s_conceded,highest_conceded,strike_rate_y,bowling_average,economy,total_runs_conceded
BA Stokes,39.0,903.0,37.0,670.0,240.0,278.0,58.0,78.0,31.0,107.0,10.0,2.0,0.0,2.0,134.77611940298507,24.405405405405407,2.0,0.16,17.0,10.0,6.0,3.0,0.0,0.0,0.0,36.0,912.0,64.0,31.0,669.0,95.0,31.0,275.0,248.0,46.0,45.0,21.580645161290324,29.419354838709676,8.179372197309416,976.0
BAW Mendis,3.0,3.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,1.5,1.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,10.0,295.0,11.0,9.0,245.0,17.0,12.0,83.0,118.0,17.0,39.0,27.22222222222222,32.77777777777778,7.224489795918368,306.0
BB McCullum,107.0,2814.0,104.0,2141.0,1005.0,699.0,102.0,288.0,125.0,158.0,31.0,13.0,4.0,2.0,131.43390938813639,27.057692307692307,3.0,0.19,,,,,,,,,,,,,,,,,,,,,,
BB Samantray,8.0,125.0,5.0,113.0,48.0,45.0,8.0,13.0,2.0,55.0,1.0,1.0,0.0,0.0,110.61946902654867,25.0,3.0,0.13,,,,,,,,,,,,,,,,,,,,,,
BB Sran,7.0,10.0,1.0,14.0,5.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,71.42857142857143,10.0,6.0,0.0,9.0,11.0,2.0,1.0,0.0,0.0,0.0,23.0,670.0,47.0,18.0,462.0,68.0,26.0,198.0,159.0,36.0,48.0,25.666666666666668,37.22222222222222,8.701298701298702,717.0
BCJ Cutting,17.0,238.0,11.0,141.0,58.0,44.0,10.0,15.0,19.0,39.0,2.0,0.0,0.0,0.0,168.79432624113474,21.636363636363637,6.0,0.24,8.0,6.0,3.0,0.0,0.0,0.0,0.0,17.0,422.0,8.0,12.0,281.0,44.0,15.0,85.0,132.0,12.0,40.0,23.416666666666668,35.166666666666664,9.01067615658363,430.0
BE Hendricks,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.33333333333333,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,224.0,15.0,11.0,151.0,24.0,7.0,61.0,48.0,13.0,57.0,13.727272727272727,20.363636363636363,8.900662251655628,239.0
BJ Haddin,1.0,18.0,1.0,11.0,5.0,2.0,1.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,163.63636363636365,18.0,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,
BJ Hodge,61.0,1371.0,46.0,1090.0,428.0,441.0,87.0,120.0,43.0,73.0,19.0,6.0,0.0,0.0,125.77981651376146,29.804347826086957,15.0,0.15,9.0,8.0,1.0,1.0,0.0,1.0,0.0,20.0,294.0,16.0,18.0,234.0,17.0,14.0,83.0,106.0,18.0,29.0,13.0,16.333333333333332,7.538461538461538,310.0
BJ Rohrer,8.0,193.0,7.0,141.0,57.0,48.0,14.0,21.0,5.0,64.0,2.0,1.0,0.0,0.0,136.8794326241135,27.571428571428573,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,6.0,2.0,0.0,2.0,3.0,0.0,11.0,inf,inf,11.0,12.0
BMAJ Mendis,3.0,23.0,3.0,27.0,8.0,15.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,85.18518518518519,7.666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,1.0,30.0,2.0,2.0,11.0,14.0,1.0,20.0,30.0,36.0,7.199999999999999,36.0
BR Dunk,3.0,40.0,3.0,35.0,20.0,6.0,3.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,114.28571428571428,13.333333333333334,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,
Basil Thampi,7.0,32.0,2.0,35.0,16.0,16.0,3.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,91.42857142857143,16.0,5.0,0.06,10.0,7.0,6.0,1.0,1.0,0.0,0.0,25.0,828.0,34.0,26.0,522.0,75.0,41.0,181.0,203.0,38.0,69.0,20.076923076923077,31.846153846153847,9.517241379310345,862.0
Bipul Sharma,15.0,180.0,6.0,115.0,31.0,48.0,17.0,11.0,9.0,35.0,2.0,0.0,0.0,0.0,156.52173913043478,30.0,9.0,0.17,9.0,10.0,6.0,0.0,0.0,0.0,0.0,25.0,524.0,24.0,22.0,412.0,26.0,28.0,147.0,192.0,27.0,40.0,18.727272727272727,23.818181818181817,7.63106796116505,548.0
C Madan,1.0,15.0,1.0,19.0,15.0,3.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,78.94736842105263,15.0,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,
C Munro,10.0,177.0,8.0,140.0,67.0,45.0,4.0,19.0,8.0,40.0,4.0,0.0,0.0,0.0,126.42857142857142,22.125,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,12.0,1.0,1.0,5.0,5.0,0.0,8.0,inf,inf,7.5,15.0
C Nanda,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,55.0,3.0,2.0,48.0,1.0,2.0,16.0,23.0,8.0,32.0,24.0,27.5,6.875,58.0
C Sakariya,5.0,16.0,4.0,25.0,16.0,6.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,64.0,4.0,1.0,0.08,6.0,7.0,2.0,2.0,0.0,0.0,0.0,17.0,481.0,40.0,17.0,382.0,43.0,15.0,158.0,161.0,26.0,41.0,22.470588235294116,28.294117647058822,7.554973821989529,521.0
C de Grandhomme,21.0,303.0,15.0,225.0,86.0,91.0,16.0,18.0,18.0,40.0,6.0,0.0,0.0,0.0,134.66666666666666,20.2,6.0,0.16,14.0,4.0,0.0,1.0,0.0,0.0,0.0,19.0,301.0,22.0,7.0,218.0,22.0,13.0,75.0,105.0,15.0,35.0,31.142857142857142,43.0,8.284403669724771,323.0
CA Ingram,15.0,205.0,12.0,180.0,78.0,69.0,9.0,22.0,5.0,47.0,2.0,0.0,0.0,0.0,113.88888888888889,17.083333333333332,3.0,0.15,,,,,,,,,,,,,,,,,,,,,,
CA Lynn,40.0,1249.0,37.0,902.0,404.0,301.0,39.0,126.0,61.0,93.0,12.0,9.0,3.0,0.0,138.470066518847,33.75675675675676,3.0,0.21,,,,,,,,,,,,,,,,,,,,,,
CA Pujara,22.0,390.0,18.0,391.0,200.0,133.0,15.0,50.0,4.0,51.0,5.0,1.0,0.0,0.0,99.74424552429667,21.666666666666668,4.0,0.14,,,,,,,,,,,,,,,,,,,,,,
CH Gayle,136.0,4745.0,125.0,3228.0,1581.0,994.0,89.0,386.0,336.0,175.0,29.0,30.0,17.0,6.0,146.99504337050806,37.96,11.0,0.22,22.0,8.0,4.0,1.0,0.0,0.0,0.0,35.0,637.0,67.0,19.0,527.0,48.0,25.0,219.0,227.0,28.0,38.0,27.736842105263158,33.526315789473685,7.2523719165085385,704.0
CH Morris,47.0,563.0,29.0,371.0,126.0,152.0,38.0,35.0,32.0,82.0,6.0,2.0,1.0,0.0,151.7520215633423,19.413793103448278,18.0,0.18,23.0,24.0,19.0,9.0,3.0,1.0,0.0,79.0,2176.0,153.0,106.0,1700.0,219.0,76.0,766.0,582.0,116.0,50.0,16.037735849056602,20.528301886792452,7.68,2329.0
CJ Anderson,29.0,538.0,22.0,423.0,200.0,139.0,25.0,40.0,31.0,95.0,4.0,3.0,1.0,0.0,127.18676122931443,24.454545454545453,7.0,0.17,11.0,9.0,1.0,1.0,0.0,0.0,0.0,22.0,497.0,28.0,14.0,297.0,52.0,23.0,104.0,121.0,15.0,56.0,21.214285714285715,35.5,10.040404040404042,525.0
CJ Ferguson,8.0,98.0,6.0,117.0,58.0,42.0,10.0,9.0,0.0,23.0,0.0,0.0,0.0,0.0,83.76068376068376,16.333333333333332,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,
CJ Jordan,9.0,75.0,6.0,64.0,29.0,19.0,13.0,3.0,3.0,30.0,1.0,0.0,0.0,0.0,117.1875,12.5,3.0,0.09,9.0,8.0,4.0,4.0,1.0,0.0,0.0,26.0,785.0,63.0,32.0,535.0,72.0,32.0,207.0,204.0,46.0,57.0,16.71875,24.53125,8.80373831775701,848.0
CJ McKay,1.0,8.0,1.0,15.0,8.0,6.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,53.333333333333336,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,1.0,42.0,8.0,1.0,14.0,17.0,1.0,36.0,42.0,60.0,8.571428571428571,60.0
CK Kapugedera,3.0,16.0,3.0,23.0,10.0,12.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,69.56521739130434,5.333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,0.0,17.0,5.0,3.0,0.0,7.0,2.0,26.0,inf,inf,17.294117647058822,49.0
CK Langeveldt,2.0,8.0,2.0,9.0,6.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,88.88888888888889,4.0,0.0,0.11,0.0,2.0,3.0,1.0,0.0,0.0,0.0,6.0,168.0,16.0,11.0,139.0,16.0,8.0,73.0,44.0,6.0,45.0,12.636363636363637,15.272727272727273,7.251798561151079,184.0
CL White,45.0,971.0,35.0,760.0,274.0,335.0,49.0,76.0,38.0,78.0,10.0,6.0,2.0,0.0,127.76315789473685,27.742857142857144,10.0,0.15,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,81.0,5.0,1.0,42.0,5.0,6.0,12.0,21.0,2.0,22.0,42.0,81.0,11.571428571428571,86.0
CM Gautam,13.0,169.0,9.0,150.0,84.0,40.0,8.0,17.0,6.0,33.0,3.0,0.0,0.0,0.0,112.66666666666667,18.77777777777778,4.0,0.15,,,,,,,,,,,,,,,,,,,,,,
CR Brathwaite,14.0,181.0,14.0,111.0,53.0,37.0,4.0,10.0,16.0,43.0,2.0,0.0,0.0,0.0,163.06306306306305,12.928571428571429,0.0,0.23,6.0,6.0,2.0,2.0,0.0,0.0,0.0,16.0,363.0,21.0,16.0,257.0,37.0,12.0,89.0,113.0,15.0,41.0,16.0625,22.6875,8.474708171206226,384.0
CR Woakes,12.0,78.0,5.0,77.0,33.0,32.0,3.0,7.0,2.0,18.0,0.0,0.0,0.0,0.0,101.29870129870129,15.6,7.0,0.12,4.0,6.0,8.0,3.0,0.0,0.0,0.0,21.0,635.0,39.0,31.0,441.0,68.0,28.0,195.0,149.0,23.0,46.0,14.225806451612904,20.483870967741936,8.639455782312925,674.0
CRD Fernando,2.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,133.33333333333331,4.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,10.0,279.0,27.0,19.0,238.0,30.0,9.0,119.0,78.0,12.0,39.0,12.526315789473685,14.68421052631579,7.033613445378151,306.0
CV Varun,8.0,24.0,2.0,37.0,21.0,14.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,64.86486486486487,12.0,6.0,0.05,14.0,17.0,9.0,0.0,1.0,1.0,0.0,42.0,1151.0,35.0,44.0,978.0,77.0,46.0,374.0,426.0,66.0,49.0,22.227272727272727,26.15909090909091,7.061349693251533,1186.0
D Brevis,7.0,161.0,7.0,113.0,55.0,33.0,3.0,14.0,11.0,49.0,4.0,0.0,0.0,0.0,142.47787610619469,23.0,0.0,0.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,8.0,3.0,8.0,16.0,8.0
D Kalyankrishna,1.0,3.0,1.0,8.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,37.5,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,85.0,3.0,2.0,48.0,8.0,4.0,13.0,22.0,2.0,32.0,24.0,42.5,10.625,88.0
D Padikkal,46.0,1260.0,45.0,1013.0,449.0,376.0,56.0,135.0,36.0,101.0,15.0,7.0,0.0,1.0,124.38302073050345,28.0,1.0,0.17,,,,,,,,,,,,,,,,,,,,,,
D Pretorius,5.0,44.0,4.0,28.0,10.0,10.0,2.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,157.14285714285714,11.0,1.0,0.21,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,198.0,15.0,7.0,126.0,11.0,11.0,49.0,47.0,19.0,48.0,18.0,28.285714285714285,9.428571428571429,213.0
D Salunkhe,3.0,33.0,1.0,24.0,8.0,9.0,2.0,5.0,0.0,26.0,1.0,0.0,0.0,0.0,137.5,33.0,2.0,0.21,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,10.0,1.0,48.0,6.0,3.0,18.0,21.0,2.0,23.0,48.0,70.0,8.75,80.0
D Wiese,8.0,127.0,5.0,90.0,29.0,43.0,6.0,12.0,4.0,47.0,1.0,0.0,0.0,0.0,141.11111111111111,25.4,3.0,0.18,5.0,4.0,2.0,1.0,1.0,0.0,0.0,13.0,372.0,17.0,15.0,267.0,41.0,9.0,89.0,121.0,15.0,46.0,17.8,24.8,8.359550561797754,389.0
D du Preez,1.0,10.0,1.0,13.0,5.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,76.92307692307693,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,55.0,1.0,4.0,43.0,6.0,1.0,18.0,13.0,3.0,31.0,10.75,13.75,7.674418604651163,56.0
DA Miller,100.0,2452.0,68.0,1778.0,613.0,774.0,159.0,169.0,113.0,101.0,26.0,12.0,3.0,1.0,137.90776152980877,36.05882352941177,32.0,0.16,,,,,,,,,,,,,,,,,,,,,,
DA Warner,157.0,5691.0,140.0,4050.0,1591.0,1461.0,331.0,560.0,209.0,126.0,32.0,53.0,13.0,4.0,140.5185185185185,40.65,17.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,inf,inf,6.0,2.0
DAJ Bracewell,1.0,12.0,0.0,9.0,1.0,6.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,133.33333333333331,inf,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,3.0,24.0,2.0,2.0,11.0,9.0,1.0,31.0,8.0,10.333333333333334,7.75,32.0
DB Das,21.0,277.0,11.0,229.0,106.0,81.0,12.0,22.0,14.0,35.0,3.0,0.0,0.0,0.0,120.96069868995633,25.181818181818183,10.0,0.16,,,,,,,,,,,,,,,,,,,,,,
DB Ravi Teja,25.0,375.0,20.0,317.0,124.0,136.0,18.0,35.0,9.0,60.0,6.0,1.0,0.0,0.0,118.29652996845425,18.75,5.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,1.0,18.0,1.0,2.0,4.0,10.0,1.0,19.0,18.0,28.0,9.333333333333334,28.0
DE Bollinger,4.0,21.0,1.0,23.0,11.0,9.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,91.30434782608695,21.0,3.0,0.09,5.0,6.0,8.0,4.0,2.0,0.0,0.0,25.0,639.0,52.0,42.0,554.0,69.0,19.0,280.0,175.0,29.0,38.0,13.19047619047619,15.214285714285714,6.92057761732852,691.0
DH Yagnik,17.0,170.0,9.0,137.0,62.0,44.0,11.0,23.0,2.0,34.0,2.0,0.0,0.0,0.0,124.08759124087592,18.88888888888889,8.0,0.18,,,,,,,,,,,,,,,,,,,,,,
DJ Bravo,110.0,1560.0,69.0,1204.0,498.0,447.0,111.0,120.0,66.0,70.0,13.0,5.0,0.0,0.0,129.56810631229237,22.608695652173914,41.0,0.15,40.0,54.0,43.0,17.0,4.0,0.0,0.0,158.0,4178.0,258.0,207.0,3129.0,348.0,155.0,1225.0,1291.0,269.0,50.0,15.115942028985508,20.183574879227052,8.01150527325024,4436.0
DJ Harris,4.0,111.0,3.0,101.0,52.0,33.0,2.0,11.0,5.0,47.0,2.0,0.0,0.0,0.0,109.9009900990099,37.0,1.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,18.0,2.0,1.0,4.0,10.0,1.0,15.0,inf,inf,8.666666666666666,26.0
DJ Hooda,74.0,1236.0,57.0,928.0,324.0,418.0,84.0,77.0,56.0,64.0,9.0,7.0,0.0,0.0,133.18965517241378,21.68421052631579,17.0,0.14,21.0,8.0,1.0,0.0,0.0,0.0,0.0,30.0,489.0,16.0,10.0,349.0,36.0,22.0,110.0,169.0,22.0,37.0,34.9,48.9,8.406876790830946,505.0
DJ Hussey,60.0,1322.0,48.0,1074.0,424.0,452.0,72.0,90.0,60.0,71.0,17.0,5.0,0.0,0.0,123.09124767225326,27.541666666666668,12.0,0.14,19.0,4.0,3.0,0.0,0.0,0.0,0.0,26.0,467.0,18.0,10.0,317.0,30.0,25.0,98.0,144.0,25.0,36.0,31.7,46.7,8.839116719242902,485.0
DJ Jacobs,7.0,92.0,7.0,98.0,62.0,22.0,3.0,10.0,4.0,32.0,1.0,0.0,0.0,0.0,93.87755102040816,13.142857142857142,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,
DJ Malan,1.0,26.0,1.0,26.0,10.0,12.0,2.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,100.0,26.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,
DJ Mitchell,2.0,33.0,2.0,44.0,18.0,25.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,75.0,16.5,0.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,1.0,0.0,12.0,3.0,1.0,2.0,6.0,1.0,20.0,inf,inf,13.0,27.0
DJ Muthuswami,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.33333333333333,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,101.0,7.0,4.0,84.0,14.0,3.0,47.0,14.0,5.0,24.0,21.0,25.25,7.2142857142857135,108.0
DJ Thornely,4.0,39.0,3.0,53.0,31.0,19.0,0.0,2.0,2.0,30.0,1.0,0.0,0.0,0.0,73.58490566037736,13.0,1.0,0.08,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,38.0,2.0,3.0,42.0,5.0,0.0,21.0,18.0,0.0,15.0,14.0,12.666666666666666,5.428571428571429,40.0
DJ Willey,2.0,18.0,3.0,30.0,24.0,4.0,1.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,60.0,6.0,-1.0,0.1,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,166.0,5.0,3.0,126.0,18.0,5.0,48.0,48.0,8.0,46.0,42.0,55.333333333333336,7.904761904761905,171.0
DJG Sammy,20.0,295.0,15.0,241.0,108.0,94.0,15.0,15.0,18.0,60.0,2.0,1.0,0.0,0.0,122.40663900414938,19.666666666666668,5.0,0.14,13.0,3.0,1.0,1.0,0.0,0.0,1.0,19.0,341.0,13.0,14.0,238.0,33.0,12.0,82.0,97.0,20.0,34.0,17.0,24.357142857142858,8.596638655462185,354.0
DJM Short,5.0,65.0,5.0,71.0,41.0,21.0,3.0,8.0,1.0,44.0,1.0,0.0,0.0,0.0,91.54929577464789,13.0,0.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,4.0,1.0,18.0,1.0,1.0,8.0,7.0,1.0,10.0,18.0,19.0,6.333333333333334,23.0
DL Chahar,11.0,79.0,7.0,57.0,23.0,21.0,7.0,2.0,6.0,39.0,1.0,0.0,0.0,0.0,138.5964912280702,11.285714285714286,4.0,0.14,25.0,21.0,11.0,3.0,1.0,1.0,0.0,62.0,1648.0,78.0,61.0,1317.0,204.0,43.0,636.0,416.0,68.0,45.0,21.59016393442623,27.016393442622952,7.507972665148063,1726.0
DL Vettori,16.0,121.0,7.0,113.0,46.0,54.0,4.0,11.0,2.0,29.0,1.0,0.0,0.0,0.0,107.07964601769913,17.285714285714285,9.0,0.12,12.0,15.0,4.0,2.0,0.0,0.0,0.0,33.0,856.0,23.0,29.0,759.0,66.0,23.0,280.0,343.0,54.0,42.0,26.17241379310345,29.517241379310345,6.766798418972332,879.0
DM Bravo,1.0,6.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,120.0,inf,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,
DNT Zoysa,2.0,11.0,1.0,9.0,3.0,3.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.22222222222223,11.0,1.0,0.11,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,96.0,4.0,2.0,68.0,12.0,3.0,26.0,26.0,2.0,36.0,34.0,48.0,8.470588235294118,100.0
DP Conway,7.0,252.0,6.0,173.0,61.0,73.0,6.0,22.0,12.0,87.0,0.0,3.0,2.0,0.0,145.66473988439304,42.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,
DP Nannes,2.0,4.0,1.0,13.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,30.76923076923077,4.0,1.0,0.0,6.0,12.0,5.0,4.0,1.0,0.0,0.0,28.0,713.0,76.0,38.0,632.0,87.0,14.0,335.0,193.0,31.0,48.0,16.63157894736842,18.763157894736842,6.768987341772152,789.0
DP Vijaykumar,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,inf,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,192.0,13.0,4.0,154.0,23.0,5.0,74.0,46.0,9.0,31.0,38.5,48.0,7.48051948051948,205.0
DPMD Jayawardene,73.0,1675.0,62.0,1386.0,600.0,526.0,88.0,188.0,34.0,110.0,12.0,10.0,2.0,1.0,120.85137085137086,27.016129032258064,11.0,0.16,,,,,,,,,,,,,,,,,,,,,,
DR Martyn,1.0,19.0,2.0,24.0,10.0,15.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,79.16666666666666,9.5,-1.0,0.04,,,,,,,,,,,,,,,,,,,,,,
DR Sams,13.0,44.0,10.0,44.0,26.0,14.0,4.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,100.0,4.4,3.0,0.09,6.0,8.0,0.0,1.0,1.0,0.0,0.0,16.0,489.0,39.0,15.0,362.0,41.0,25.0,172.0,127.0,24.0,55.0,24.133333333333333,32.6,8.104972375690608,528.0
DR Shorey,2.0,13.0,2.0,17.0,12.0,7.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,76.47058823529412,6.5,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,
DR Smith,88.0,2385.0,81.0,1764.0,832.0,521.0,84.0,245.0,117.0,87.0,25.0,17.0,2.0,0.0,135.20408163265304,29.444444444444443,7.0,0.21,28.0,12.0,4.0,1.0,1.0,0.0,0.0,46.0,787.0,38.0,27.0,543.0,75.0,33.0,194.0,221.0,34.0,35.0,20.11111111111111,29.14814814814815,8.696132596685082,825.0
DS Kulkarni,20.0,104.0,9.0,108.0,50.0,45.0,8.0,7.0,2.0,28.0,1.0,0.0,0.0,0.0,96.29629629629629,11.555555555555555,11.0,0.08,35.0,30.0,16.0,8.0,1.0,0.0,0.0,90.0,2327.0,144.0,90.0,1770.0,268.0,78.0,833.0,557.0,107.0,51.0,19.666666666666668,25.855555555555554,7.88813559322034,2471.0
DS Lehmann,2.0,18.0,2.0,18.0,10.0,6.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,
DT Christian,41.0,460.0,28.0,398.0,145.0,190.0,29.0,23.0,19.0,39.0,7.0,0.0,0.0,0.0,115.57788944723617,16.428571428571427,13.0,0.11,21.0,16.0,12.0,0.0,0.0,0.0,0.0,49.0,1152.0,66.0,40.0,886.0,103.0,39.0,354.0,348.0,76.0,49.0,22.15,28.8,7.8013544018058685,1218.0
DT Patil,2.0,13.0,1.0,13.0,5.0,5.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,13.0,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,
DW Steyn,33.0,167.0,22.0,160.0,72.0,55.0,19.0,14.0,3.0,19.0,0.0,0.0,0.0,0.0,104.375,7.590909090909091,11.0,0.11,34.0,24.0,23.0,11.0,0.0,0.0,0.0,92.0,2345.0,174.0,103.0,2141.0,279.0,52.0,1139.0,624.0,127.0,56.0,20.78640776699029,22.766990291262136,6.571695469406819,2519.0
E Lewis,26.0,654.0,24.0,477.0,234.0,146.0,19.0,62.0,36.0,65.0,8.0,4.0,0.0,0.0,137.1069182389937,27.25,2.0,0.21,,,,,,,,,,,,,,,,,,,,,,
EJG Morgan,70.0,1388.0,57.0,1128.0,499.0,410.0,72.0,111.0,63.0,68.0,19.0,5.0,0.0,0.0,123.04964539007092,24.350877192982455,13.0,0.15,,,,,,,,,,,,,,,,,,,,,,
ER Dwivedi,2.0,24.0,2.0,14.0,7.0,4.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,171.42857142857142,12.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,
F Behardien,2.0,14.0,1.0,12.0,4.0,6.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,116.66666666666667,14.0,1.0,0.17,,,,,,,,,,,,,,,,,,,,,,
F du Plessis,108.0,3373.0,96.0,2585.0,964.0,1079.0,173.0,311.0,107.0,96.0,34.0,25.0,7.0,0.0,130.4835589941973,35.135416666666664,12.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,16.0,inf,inf,16.0,16.0
FA Allen,3.0,14.0,2.0,19.0,9.0,8.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,73.68421052631578,7.0,1.0,0.05,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,135.0,1.0,2.0,90.0,11.0,7.0,27.0,44.0,1.0,46.0,45.0,67.5,9.0,136.0
FH Edwards,2.0,4.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,80.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,144.0,16.0,6.0,141.0,20.0,2.0,84.0,36.0,8.0,40.0,23.5,24.0,6.127659574468085,160.0
FY Fazal,11.0,183.0,9.0,173.0,74.0,75.0,7.0,22.0,1.0,45.0,3.0,0.0,0.0,0.0,105.78034682080926,20.333333333333332,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,12.0,1.0,1.0,1.0,8.0,1.0,14.0,12.0,20.0,10.0,20.0
