Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Newlands,75,3,3,2,0,2,0,1,0,11
Newlands,76,2,5,2,1,1,0,1,1,13
Newlands,77,3,7,1,0,1,0,0,0,12
Newlands,78,3,7,2,0,0,0,0,0,12
Newlands,79,4,5,0,0,2,0,1,1,13
Newlands,80,0,9,0,0,2,0,0,0,11
Newlands,81,4,3,1,1,1,0,0,2,12
Newlands,82,3,6,0,0,1,0,0,0,10
Newlands,83,6,5,0,0,0,0,0,1,12
Newlands,84,4,3,2,0,1,0,0,0,10
Newlands,85,4,7,0,0,0,0,1,0,12
Newlands,86,5,3,1,0,1,0,1,1,12
Newlands,87,4,4,0,0,2,0,0,2,12
Newlands,88,2,3,3,0,2,0,1,0,11
Newlands,89,3,5,2,0,0,0,0,0,10
Newlands,90,4,6,1,0,0,0,0,0,11
Newlands,91,6,4,1,0,3,0,0,1,15
Newlands,92,2,5,0,0,2,0,1,0,10
Newlands,93,7,2,0,0,1,0,0,3,13
Newlands,94,3,5,1,0,0,0,0,2,11
Newlands,95,3,5,1,0,1,0,0,1,11
Newlands,96,2,3,2,0,2,0,0,0,9
Newlands,97,4,4,0,0,1,0,1,0,10
Newlands,98,1,5,0,0,1,0,2,1,10
Newlands,99,3,1,3,0,2,0,1,2,12
Newlands,100,1,5,3,0,0,0,0,0,9
Newlands,101,2,4,1,0,3,0,0,0,10
Newlands,102,2,5,2,0,0,0,0,0,9
Newlands,103,4,6,2,0,0,0,0,0,12
Newlands,104,4,3,1,0,0,0,2,0,10
Newlands,105,4,3,1,0,0,0,1,0,9
Newlands,106,3,2,0,0,1,0,4,1,11
Newlands,107,2,6,0,0,1,0,1,0,10
Newlands,108,0,6,2,0,0,0,1,0,9
Newlands,109,4,2,3,0,1,0,0,3,13
Newlands,110,5,3,0,0,1,0,0,2,11
Newlands,111,2,4,1,0,2,0,0,0,9
Newlands,112,3,3,0,0,3,0,0,0,9
Newlands,113,3,4,1,0,1,0,0,0,9
Newlands,114,4,4,0,0,0,0,1,4,13
Newlands,115,2,6,1,0,2,0,0,0,11
Newlands,116,4,6,0,0,0,0,0,1,11
Newlands,117,4,4,1,1,0,0,0,1,11
Newlands,118,5,2,0,0,0,0,2,3,12
Newlands,119,4,2,1,0,0,0,1,2,10
Newlands,120,1,3,1,0,3,0,0,1,9
OUTsurance Oval,1,4,0,0,0,0,0,0,0,4
OUTsurance Oval,2,4,0,0,0,0,0,0,0,4
OUTsurance Oval,3,2,2,0,0,0,0,0,0,4
OUTsurance Oval,4,2,1,0,0,1,0,0,0,4
OUTsurance Oval,5,0,2,0,0,0,0,0,0,2
OUTsurance Oval,6,1,1,0,0,0,0,0,0,2
OUTsurance Oval,7,3,0,1,0,2,0,0,0,6
OUTsurance Oval,8,2,2,0,0,0,0,0,0,4
OUTsurance Oval,9,1,1,1,0,1,0,0,0,4
OUTsurance Oval,10,3,0,0,0,1,0,0,0,4
OUTsurance Oval,11,2,1,0,0,1,0,0,1,5
OUTsurance Oval,12,0,2,1,0,0,0,1,0,4
OUTsurance Oval,13,3,0,0,0,0,0,0,1,4
OUTsurance Oval,14,4,0,0,0,0,0,0,1,5
OUTsurance Oval,15,1,0,2,0,0,0,0,0,3
OUTsurance Oval,16,1,2,0,0,1,0,0,0,4
OUTsurance Oval,17,4,0,0,0,0,0,0,1,5
OUTsurance Oval,18,3,1,0,0,0,0,0,1,5
OUTsurance Oval,19,5,0,0,0,0,0,0,1,6
OUTsurance Oval,20,2,1,0,0,0,0,0,0,3
OUTsurance Oval,21,1,1,0,0,0,0,0,1,3
OUTsurance Oval,22,3,1,0,0,0,0,0,0,4
OUTsurance Oval,23,1,1,1,0,0,0,0,0,3
OUTsurance Oval,24,2,0,0,1,1,0,0,0,4
OUTsurance Oval,25,6,0,0,0,0,0,0,1,7
OUTsurance Oval,26,3,0,1,0,0,0,0,0,4
OUTsurance Oval,27,3,0,0,0,1,0,0,0,4
OUTsurance Oval,28,2,1,1,0,0,0,0,0,4
OUTsurance Oval,29,1,1,0,0,1,0,0,0,3
OUTsurance Oval,30,3,1,0,0,0,0,0,0,4
OUTsurance Oval,31,3,0,0,0,1,0,0,0,4
OUTsurance Oval,32,2,1,0,0,1,0,0,1,5
OUTsurance Oval,33,2,0,0,0,1,0,0,0,3
OUTsurance Oval,34,2,1,0,0,1,0,0,0,4
OUTsurance Oval,35,2,0,0,0,1,0,0,0,3
OUTsurance Oval,36,2,2,0,0,0,0,0,0,4
OUTsurance Oval,37,4,0,0,0,0,0,0,0,4
OUTsurance Oval,38,3,2,0,0,0,0,0,1,6
OUTsurance Oval,39,2,1,1,0,0,0,0,0,4
OUTsurance Oval,40,0,1,2,0,0,0,0,0,3
OUTsurance Oval,41,3,1,0,0,0,0,0,0,4
OUTsurance Oval,42,3,1,0,0,0,0,0,0,4
OUTsurance Oval,43,2,3,1,0,0,0,0,0,6
OUTsurance Oval,44,2,2,0,0,0,0,0,1,5
OUTsurance Oval,45,2,2,0,0,0,0,0,0,4
OUTsurance Oval,46,2,1,0,1,0,0,0,0,4
OUTsurance Oval,47,2,1,0,0,1,0,0,0,4
OUTsurance Oval,48,0,1,3,0,0,0,0,0,4
OUTsurance Oval,49,2,1,0,0,1,0,0,0,4
OUTsurance Oval,50,2,2,0,0,0,0,0,0,4
OUTsurance Oval,51,0,3,0,0,0,0,0,0,3
OUTsurance Oval,52,2,2,0,0,0,0,0,0,4
OUTsurance Oval,53,0,2,1,0,1,0,0,0,4
OUTsurance Oval,54,1,0,1,0,2,0,0,0,4
OUTsurance Oval,55,2,2,0,0,0,0,0,1,5
OUTsurance Oval,56,1,3,0,0,0,0,0,0,4
OUTsurance Oval,57,3,0,0,0,0,0,0,0,3
OUTsurance Oval,58,3,1,0,0,0,0,0,0,4
OUTsurance Oval,59,1,3,0,0,0,0,0,0,4
OUTsurance Oval,60,2,1,1,0,0,0,0,0,4
OUTsurance Oval,61,1,2,0,1,0,0,0,0,4
OUTsurance Oval,62,1,0,1,0,2,0,0,0,4
OUTsurance Oval,63,1,1,1,0,0,0,0,0,3
OUTsurance Oval,64,2,2,0,0,0,0,0,0,4
OUTsurance Oval,65,1,1,0,0,1,0,0,0,3
OUTsurance Oval,66,0,0,1,0,2,0,0,0,3
OUTsurance Oval,67,3,3,0,0,0,0,0,0,6
OUTsurance Oval,68,3,1,1,0,0,0,0,0,5
OUTsurance Oval,69,1,2,0,1,0,0,0,0,4
OUTsurance Oval,70,1,2,1,0,0,0,0,0,4
OUTsurance Oval,71,1,3,0,0,0,0,0,0,4
OUTsurance Oval,72,0,3,1,0,0,0,0,0,4
OUTsurance Oval,73,1,1,1,0,1,0,0,1,5
OUTsurance Oval,74,4,0,0,0,0,0,0,0,4
OUTsurance Oval,75,1,3,0,0,0,0,0,0,4
OUTsurance Oval,76,2,1,0,0,1,0,0,0,4
OUTsurance Oval,77,3,1,0,0,0,0,0,0,4
OUTsurance Oval,78,0,4,0,0,0,0,0,0,4
OUTsurance Oval,79,0,2,0,0,1,0,1,0,4
OUTsurance Oval,80,1,2,0,0,1,0,0,1,5
OUTsurance Oval,81,1,2,0,0,0,0,0,0,3
OUTsurance Oval,82,1,0,1,1,1,0,0,0,4
OUTsurance Oval,83,2,2,0,0,0,0,0,0,4
OUTsurance Oval,84,1,2,1,0,0,0,0,0,4
OUTsurance Oval,85,0,2,2,0,0,0,0,0,4
OUTsurance Oval,86,0,3,1,0,0,0,0,0,4
OUTsurance Oval,87,1,1,1,0,0,0,0,0,3
OUTsurance Oval,88,1,2,0,0,1,0,0,0,4
OUTsurance Oval,89,1,3,0,0,0,0,0,0,4
OUTsurance Oval,90,1,1,0,1,1,0,0,0,4
OUTsurance Oval,91,3,0,1,0,0,0,0,0,4
OUTsurance Oval,92,2,1,1,0,0,0,0,0,4
OUTsurance Oval,93,1,3,0,0,0,0,0,0,4
OUTsurance Oval,94,2,0,1,0,1,0,0,1,5
OUTsurance Oval,95,2,1,1,0,0,0,0,2,6
OUTsurance Oval,96,1,3,0,0,0,0,0,0,4
OUTsurance Oval,97,2,2,0,0,0,0,0,1,5
OUTsurance Oval,98,3,1,0,0,0,0,0,1,5
OUTsurance Oval,99,2,1,0,0,0,0,0,0,3
OUTsurance Oval,100,2,2,0,0,0,0,0,1,5
OUTsurance Oval,101,3,0,1,0,0,0,0,0,4
OUTsurance Oval,102,2,1,0,0,0,0,1,1,5
OUTsurance Oval,103,1,0,3,0,0,0,0,1,5
OUTsurance Oval,104,1,1,2,0,0,0,0,0,4
OUTsurance Oval,105,0,4,0,0,0,0,0,0,4
OUTsurance Oval,106,0,3,0,0,0,0,1,0,4
OUTsurance Oval,107,2,1,0,0,1,0,0,0,4
OUTsurance Oval,108,1,1,0,0,1,0,1,1,5
OUTsurance Oval,109,2,0,1,0,1,0,0,1,5
OUTsurance Oval,110,1,0,1,0,0,0,0,0,2
OUTsurance Oval,111,1,2,0,0,1,0,0,0,4
OUTsurance Oval,112,1,2,0,0,0,0,0,0,3
OUTsurance Oval,113,1,1,0,0,1,0,1,0,4
OUTsurance Oval,114,1,1,1,0,0,0,1,0,4
OUTsurance Oval,115,0,3,0,0,2,0,0,0,5
OUTsurance Oval,116,0,3,0,0,1,0,0,0,4
OUTsurance Oval,117,1,0,1,0,1,0,0,1,4
OUTsurance Oval,118,1,0,2,0,0,0,0,0,3
OUTsurance Oval,119,0,2,1,0,0,0,0,0,3
OUTsurance Oval,120,1,1,1,0,0,0,0,0,3
Punjab Cricket Association IS Bindra Stadium,1,70,22,5,0,7,0,0,4,108
Punjab Cricket Association IS Bindra Stadium,2,63,28,4,1,12,0,1,3,112
Punjab Cricket Association IS Bindra Stadium,3,61,32,3,0,8,0,1,2,107
Punjab Cricket Association IS Bindra Stadium,4,57,30,4,0,13,0,2,0,106
Punjab Cricket Association IS Bindra Stadium,5,61,23,3,0,18,0,0,2,107
Punjab Cricket Association IS Bindra Stadium,6,51,26,3,0,24,0,2,5,111
Punjab Cricket Association IS Bindra Stadium,7,65,33,5,0,19,1,1,3,127
Punjab Cricket Association IS Bindra Stadium,8,52,25,5,4,18,0,1,6,111
Punjab Cricket Association IS Bindra Stadium,9,53,19,5,1,23,0,3,2,106
Punjab Cricket Association IS Bindra Stadium,10,47,26,6,2,15,0,8,2,106
Punjab Cricket Association IS Bindra Stadium,11,52,28,5,0,17,0,5,6,113
Punjab Cricket Association IS Bindra Stadium,12,50,36,3,0,17,0,0,5,111
Punjab Cricket Association IS Bindra Stadium,13,59,39,6,0,20,0,4,4,132
Punjab Cricket Association IS Bindra Stadium,14,58,25,7,1,17,0,4,6,118
Punjab Cricket Association IS Bindra Stadium,15,50,17,10,1,23,0,3,8,112
Punjab Cricket Association IS Bindra Stadium,16,39,36,10,0,18,0,4,4,111
Punjab Cricket Association IS Bindra Stadium,17,48,30,5,1,24,0,1,5,114
Punjab Cricket Association IS Bindra Stadium,18,48,37,3,2,13,1,2,4,110
Punjab Cricket Association IS Bindra Stadium,19,54,38,8,1,21,1,2,3,128
Punjab Cricket Association IS Bindra Stadium,20,45,35,3,0,27,0,5,2,117
Punjab Cricket Association IS Bindra Stadium,21,32,36,4,0,33,0,2,0,107
Punjab Cricket Association IS Bindra Stadium,22,43,32,5,0,20,0,9,4,113
Punjab Cricket Association IS Bindra Stadium,23,45,33,6,0,20,0,0,5,109
Punjab Cricket Association IS Bindra Stadium,24,35,41,5,1,26,0,2,3,113
Punjab Cricket Association IS Bindra Stadium,25,47,39,4,0,27,0,1,7,125
Punjab Cricket Association IS Bindra Stadium,26,48,31,5,4,18,0,2,5,113
Punjab Cricket Association IS Bindra Stadium,27,50,28,6,2,16,0,4,2,108
Punjab Cricket Association IS Bindra Stadium,28,39,33,5,0,25,0,2,3,107
Punjab Cricket Association IS Bindra Stadium,29,32,32,7,1,25,0,8,3,108
Punjab Cricket Association IS Bindra Stadium,30,42,34,11,0,21,0,1,8,117
Punjab Cricket Association IS Bindra Stadium,31,59,32,5,1,25,0,3,5,130
Punjab Cricket Association IS Bindra Stadium,32,44,31,8,0,21,0,8,3,115
Punjab Cricket Association IS Bindra Stadium,33,30,40,5,1,23,0,4,3,106
Punjab Cricket Association IS Bindra Stadium,34,37,32,7,0,23,0,2,6,107
Punjab Cricket Association IS Bindra Stadium,35,50,27,6,0,21,0,4,3,111
Punjab Cricket Association IS Bindra Stadium,36,45,30,6,1,21,0,4,7,114
Punjab Cricket Association IS Bindra Stadium,37,53,53,6,0,11,0,5,3,131
Punjab Cricket Association IS Bindra Stadium,38,39,53,8,0,9,0,5,4,118
Punjab Cricket Association IS Bindra Stadium,39,27,62,2,0,13,0,0,2,106
Punjab Cricket Association IS Bindra Stadium,40,42,43,3,3,12,0,5,3,111
Punjab Cricket Association IS Bindra Stadium,41,39,48,6,0,9,0,3,1,106
Punjab Cricket Association IS Bindra Stadium,42,31,51,9,0,9,0,5,5,110
Punjab Cricket Association IS Bindra Stadium,43,39,54,9,1,17,0,5,4,129
Punjab Cricket Association IS Bindra Stadium,44,33,55,11,0,5,0,2,5,111
Punjab Cricket Association IS Bindra Stadium,45,36,57,4,2,9,0,2,6,116
Punjab Cricket Association IS Bindra Stadium,46,34,43,10,0,11,0,6,6,110
Punjab Cricket Association IS Bindra Stadium,47,36,52,8,1,9,0,3,9,118
Punjab Cricket Association IS Bindra Stadium,48,37,50,9,1,9,0,0,4,110
Punjab Cricket Association IS Bindra Stadium,49,34,55,14,0,11,0,4,6,124
Punjab Cricket Association IS Bindra Stadium,50,31,52,10,0,11,0,5,2,111
Punjab Cricket Association IS Bindra Stadium,51,38,39,5,0,20,0,2,3,107
Punjab Cricket Association IS Bindra Stadium,52,31,52,11,0,15,0,1,10,120
Punjab Cricket Association IS Bindra Stadium,53,30,50,10,0,12,0,6,3,111
Punjab Cricket Association IS Bindra Stadium,54,37,54,4,0,4,0,1,2,102
Punjab Cricket Association IS Bindra Stadium,55,37,64,13,0,12,0,1,3,130
Punjab Cricket Association IS Bindra Stadium,56,30,50,10,2,17,0,4,3,116
Punjab Cricket Association IS Bindra Stadium,57,36,53,9,0,9,0,2,3,112
Punjab Cricket Association IS Bindra Stadium,58,36,53,6,0,9,0,5,6,115
Punjab Cricket Association IS Bindra Stadium,59,40,42,12,0,9,0,4,7,114
Punjab Cricket Association IS Bindra Stadium,60,24,54,17,0,7,0,1,2,105
Punjab Cricket Association IS Bindra Stadium,61,26,65,8,1,14,0,3,6,123
Punjab Cricket Association IS Bindra Stadium,62,28,55,8,0,11,0,4,2,108
Punjab Cricket Association IS Bindra Stadium,63,23,54,10,0,12,0,2,3,104
Punjab Cricket Association IS Bindra Stadium,64,31,50,13,0,11,0,2,7,114
Punjab Cricket Association IS Bindra Stadium,65,29,58,5,2,7,0,4,4,109
Punjab Cricket Association IS Bindra Stadium,66,28,51,12,2,10,0,4,5,112
Punjab Cricket Association IS Bindra Stadium,67,29,57,11,0,14,0,8,4,123
Punjab Cricket Association IS Bindra Stadium,68,28,48,13,0,12,0,6,2,109
Punjab Cricket Association IS Bindra Stadium,69,34,48,8,0,10,0,7,2,109
Punjab Cricket Association IS Bindra Stadium,70,29,53,8,0,5,0,6,2,103
Punjab Cricket Association IS Bindra Stadium,71,30,53,10,0,11,0,3,4,111
Punjab Cricket Association IS Bindra Stadium,72,26,61,9,0,6,0,3,1,106
Punjab Cricket Association IS Bindra Stadium,73,34,44,20,0,11,0,4,6,119
Punjab Cricket Association IS Bindra Stadium,74,35,50,5,1,10,0,3,9,113
Punjab Cricket Association IS Bindra Stadium,75,32,46,14,1,12,0,2,3,110
Punjab Cricket Association IS Bindra Stadium,76,33,46,8,0,13,0,4,2,106
Punjab Cricket Association IS Bindra Stadium,77,25,51,4,1,14,0,4,1,100
Punjab Cricket Association IS Bindra Stadium,78,32,49,7,0,11,0,6,5,110
Punjab Cricket Association IS Bindra Stadium,79,32,59,11,0,11,0,3,8,124
Punjab Cricket Association IS Bindra Stadium,80,34,45,10,0,13,0,4,6,112
Punjab Cricket Association IS Bindra Stadium,81,23,55,10,1,6,0,8,4,107
Punjab Cricket Association IS Bindra Stadium,82,34,47,12,0,7,0,5,8,113
Punjab Cricket Association IS Bindra Stadium,83,29,47,5,0,13,0,8,5,107
Punjab Cricket Association IS Bindra Stadium,84,28,45,10,1,12,0,4,3,103
Punjab Cricket Association IS Bindra Stadium,85,38,54,8,0,10,0,5,7,122
Punjab Cricket Association IS Bindra Stadium,86,31,43,12,0,10,0,6,6,108
Punjab Cricket Association IS Bindra Stadium,87,31,45,8,0,13,0,6,5,108
Punjab Cricket Association IS Bindra Stadium,88,29,40,12,1,17,0,4,4,107
Punjab Cricket Association IS Bindra Stadium,89,26,43,10,0,14,0,6,9,108
Punjab Cricket Association IS Bindra Stadium,90,25,39,18,1,12,0,7,5,107
Punjab Cricket Association IS Bindra Stadium,91,31,55,12,0,10,0,7,6,121
Punjab Cricket Association IS Bindra Stadium,92,21,54,16,1,6,0,7,3,108
Punjab Cricket Association IS Bindra Stadium,93,34,36,10,0,12,0,6,7,105
Punjab Cricket Association IS Bindra Stadium,94,30,48,11,0,9,0,7,8,113
Punjab Cricket Association IS Bindra Stadium,95,22,45,17,0,13,0,5,2,104
Punjab Cricket Association IS Bindra Stadium,96,22,47,23,0,6,0,4,5,107
Punjab Cricket Association IS Bindra Stadium,97,36,48,11,1,13,0,7,6,122
Punjab Cricket Association IS Bindra Stadium,98,23,44,13,0,18,0,4,4,106
Punjab Cricket Association IS Bindra Stadium,99,26,44,8,0,13,0,8,4,103
Punjab Cricket Association IS Bindra Stadium,100,32,39,13,0,14,0,2,11,111
Punjab Cricket Association IS Bindra Stadium,101,23,46,14,0,11,0,7,6,107
Punjab Cricket Association IS Bindra Stadium,102,27,48,5,1,10,1,4,6,102
Punjab Cricket Association IS Bindra Stadium,103,38,47,10,1,14,0,7,14,131
Punjab Cricket Association IS Bindra Stadium,104,25,42,10,0,14,0,6,11,108
Punjab Cricket Association IS Bindra Stadium,105,26,38,10,0,17,0,2,6,99
Punjab Cricket Association IS Bindra Stadium,106,28,31,13,1,12,0,10,9,104
Punjab Cricket Association IS Bindra Stadium,107,26,39,11,0,12,0,3,11,102
Punjab Cricket Association IS Bindra Stadium,108,22,41,11,1,12,0,5,9,101
Punjab Cricket Association IS Bindra Stadium,109,27,34,19,0,17,0,8,10,115
Punjab Cricket Association IS Bindra Stadium,110,26,39,6,1,10,0,10,6,98
Punjab Cricket Association IS Bindra Stadium,111,24,39,12,0,12,0,5,8,100
Punjab Cricket Association IS Bindra Stadium,112,24,29,10,0,14,0,9,4,90
Punjab Cricket Association IS Bindra Stadium,113,20,44,11,0,8,0,7,6,96
Punjab Cricket Association IS Bindra Stadium,114,26,30,5,1,12,0,12,13,99
Punjab Cricket Association IS Bindra Stadium,115,30,38,16,1,7,0,4,15,111
Punjab Cricket Association IS Bindra Stadium,116,20,32,14,0,7,0,10,10,93
Punjab Cricket Association IS Bindra Stadium,117,22,27,7,0,14,0,5,8,83
Punjab Cricket Association IS Bindra Stadium,118,21,18,7,0,12,0,11,9,78
Punjab Cricket Association IS Bindra Stadium,119,17,25,9,1,12,0,13,7,84
Punjab Cricket Association IS Bindra Stadium,120,18,21,10,1,10,0,7,16,83
Rajiv Gandhi International Stadium,1,73,28,5,1,14,1,0,1,123
Rajiv Gandhi International Stadium,2,73,30,6,0,15,0,1,3,128
Rajiv Gandhi International Stadium,3,74,29,7,0,13,0,1,0,124
Rajiv Gandhi International Stadium,4,70,28,5,1,18,0,3,5,130
Rajiv Gandhi International Stadium,5,63,32,8,0,17,0,2,3,125
Rajiv Gandhi International Stadium,6,62,38,5,1,17,0,2,3,128
Rajiv Gandhi International Stadium,7,73,30,10,1,26,0,4,6,150
Rajiv Gandhi International Stadium,8,60,39,3,1,20,0,5,2,130
Rajiv Gandhi International Stadium,9,67,26,5,1,14,0,6,3,122
Rajiv Gandhi International Stadium,10,63,28,10,0,14,0,5,3,123
Rajiv Gandhi International Stadium,11,65,21,7,0,26,0,3,9,131
Rajiv Gandhi International Stadium,12,57,30,3,2,24,0,5,7,128
Rajiv Gandhi International Stadium,13,64,43,9,2,19,0,7,5,149
Rajiv Gandhi International Stadium,14,60,35,3,0,20,0,5,6,129
Rajiv Gandhi International Stadium,15,64,32,6,1,17,0,3,3,126
Rajiv Gandhi International Stadium,16,45,40,7,3,22,0,5,7,129
Rajiv Gandhi International Stadium,17,54,35,8,0,23,0,4,7,131
Rajiv Gandhi International Stadium,18,53,39,6,0,17,1,4,2,122
Rajiv Gandhi International Stadium,19,80,49,5,1,13,0,1,5,154
Rajiv Gandhi International Stadium,20,56,34,5,1,23,0,4,6,129
Rajiv Gandhi International Stadium,21,48,47,5,2,15,0,6,4,127
Rajiv Gandhi International Stadium,22,52,26,9,0,25,1,5,7,125
Rajiv Gandhi International Stadium,23,56,36,8,0,14,1,5,1,121
Rajiv Gandhi International Stadium,24,55,45,7,0,13,0,3,1,124
Rajiv Gandhi International Stadium,25,61,53,4,0,25,1,4,4,152
Rajiv Gandhi International Stadium,26,51,36,12,2,24,0,2,4,131
Rajiv Gandhi International Stadium,27,53,34,8,1,22,0,8,6,132
Rajiv Gandhi International Stadium,28,46,42,5,0,21,0,5,1,120
Rajiv Gandhi International Stadium,29,53,36,7,2,18,0,5,8,129
Rajiv Gandhi International Stadium,30,62,37,1,0,16,0,7,8,131
Rajiv Gandhi International Stadium,31,62,43,8,0,21,0,2,5,141
Rajiv Gandhi International Stadium,32,54,41,2,0,23,0,4,6,130
Rajiv Gandhi International Stadium,33,54,37,8,0,20,0,4,6,129
Rajiv Gandhi International Stadium,34,53,32,4,1,22,0,8,5,125
Rajiv Gandhi International Stadium,35,52,32,7,1,22,0,2,7,123
Rajiv Gandhi International Stadium,36,57,33,8,0,19,0,6,3,126
Rajiv Gandhi International Stadium,37,53,74,7,0,11,0,5,6,156
Rajiv Gandhi International Stadium,38,55,55,5,0,9,0,4,3,131
Rajiv Gandhi International Stadium,39,45,54,8,1,11,0,2,1,122
Rajiv Gandhi International Stadium,40,46,57,6,0,9,0,3,3,124
Rajiv Gandhi International Stadium,41,48,54,6,0,7,0,4,6,125
Rajiv Gandhi International Stadium,42,53,49,7,0,10,0,2,5,126
Rajiv Gandhi International Stadium,43,47,68,7,0,13,0,5,9,149
Rajiv Gandhi International Stadium,44,42,58,8,0,15,0,3,1,127
Rajiv Gandhi International Stadium,45,42,54,7,2,13,0,6,4,128
Rajiv Gandhi International Stadium,46,55,46,7,0,12,0,6,3,129
Rajiv Gandhi International Stadium,47,45,60,2,1,12,0,3,5,128
Rajiv Gandhi International Stadium,48,38,65,7,0,9,0,2,4,125
Rajiv Gandhi International Stadium,49,43,56,11,0,10,0,11,5,136
Rajiv Gandhi International Stadium,50,41,56,9,0,12,0,8,8,134
Rajiv Gandhi International Stadium,51,40,52,11,0,11,0,4,5,123
Rajiv Gandhi International Stadium,52,39,59,10,0,14,0,3,7,132
Rajiv Gandhi International Stadium,53,41,53,14,1,7,0,5,3,124
Rajiv Gandhi International Stadium,54,41,60,9,0,7,0,5,9,131
Rajiv Gandhi International Stadium,55,44,67,13,0,13,0,4,5,146
Rajiv Gandhi International Stadium,56,39,56,13,0,13,0,2,8,131
Rajiv Gandhi International Stadium,57,38,62,8,1,12,0,4,4,129
Rajiv Gandhi International Stadium,58,38,62,11,0,11,0,1,4,127
Rajiv Gandhi International Stadium,59,52,51,13,0,5,0,3,10,134
Rajiv Gandhi International Stadium,60,44,57,10,1,9,0,3,6,130
Rajiv Gandhi International Stadium,61,55,63,8,0,10,0,4,8,148
Rajiv Gandhi International Stadium,62,37,60,6,0,14,0,8,3,128
Rajiv Gandhi International Stadium,63,51,48,10,0,9,0,3,5,126
Rajiv Gandhi International Stadium,64,49,54,5,0,13,0,4,4,129
Rajiv Gandhi International Stadium,65,39,61,7,0,11,0,4,4,126
Rajiv Gandhi International Stadium,66,46,53,11,0,11,0,3,6,130
Rajiv Gandhi International Stadium,67,37,65,13,0,13,0,6,6,140
Rajiv Gandhi International Stadium,68,46,59,4,0,10,0,3,9,131
Rajiv Gandhi International Stadium,69,37,60,8,0,9,0,5,1,120
Rajiv Gandhi International Stadium,70,35,58,6,1,14,0,7,6,127
Rajiv Gandhi International Stadium,71,38,56,7,0,12,0,6,6,125
Rajiv Gandhi International Stadium,72,44,53,5,0,13,0,5,3,123
Rajiv Gandhi International Stadium,73,35,74,12,2,16,0,3,6,148
Rajiv Gandhi International Stadium,74,45,55,9,0,10,0,5,6,130
Rajiv Gandhi International Stadium,75,44,50,10,1,11,0,5,7,128
Rajiv Gandhi International Stadium,76,43,47,14,1,8,0,6,4,123
Rajiv Gandhi International Stadium,77,41,53,12,0,10,0,4,10,130
Rajiv Gandhi International Stadium,78,40,56,13,1,5,0,5,7,127
Rajiv Gandhi International Stadium,79,44,63,8,0,11,0,8,4,138
Rajiv Gandhi International Stadium,80,40,60,10,0,10,0,5,5,130
Rajiv Gandhi International Stadium,81,34,57,11,1,7,0,10,4,124
Rajiv Gandhi International Stadium,82,35,53,14,0,10,0,8,8,128
Rajiv Gandhi International Stadium,83,39,55,10,0,9,0,3,1,117
Rajiv Gandhi International Stadium,84,35,54,7,1,10,0,11,6,124
Rajiv Gandhi International Stadium,85,35,56,21,0,12,0,10,5,139
Rajiv Gandhi International Stadium,86,37,53,6,0,14,0,7,5,122
Rajiv Gandhi International Stadium,87,39,55,5,0,11,0,6,2,118
Rajiv Gandhi International Stadium,88,36,49,8,0,15,0,8,7,123
Rajiv Gandhi International Stadium,89,40,52,7,1,9,0,9,5,123
Rajiv Gandhi International Stadium,90,28,56,11,2,13,0,7,2,119
Rajiv Gandhi International Stadium,91,43,59,15,0,7,0,7,5,136
Rajiv Gandhi International Stadium,92,28,61,6,0,15,0,8,7,125
Rajiv Gandhi International Stadium,93,36,47,9,0,18,0,7,8,125
Rajiv Gandhi International Stadium,94,27,49,11,0,17,0,10,3,117
Rajiv Gandhi International Stadium,95,35,44,9,0,12,0,13,10,123
Rajiv Gandhi International Stadium,96,31,55,10,0,12,0,5,6,119
Rajiv Gandhi International Stadium,97,40,64,14,0,12,0,3,11,144
Rajiv Gandhi International Stadium,98,35,44,8,0,19,0,8,11,125
Rajiv Gandhi International Stadium,99,38,43,10,0,12,0,6,8,117
Rajiv Gandhi International Stadium,100,25,58,10,0,10,0,8,6,117
Rajiv Gandhi International Stadium,101,40,47,9,1,10,0,6,6,119
Rajiv Gandhi International Stadium,102,33,48,18,0,9,0,4,4,116
Rajiv Gandhi International Stadium,103,35,61,14,0,12,0,10,13,145
Rajiv Gandhi International Stadium,104,40,36,13,0,14,0,13,16,132
Rajiv Gandhi International Stadium,105,28,55,6,0,14,0,10,15,128
Rajiv Gandhi International Stadium,106,35,40,15,0,11,0,9,9,119
Rajiv Gandhi International Stadium,107,26,46,10,0,16,0,10,7,115
Rajiv Gandhi International Stadium,108,31,44,8,0,15,0,6,11,115
Rajiv Gandhi International Stadium,109,32,52,16,1,7,0,9,16,133
Rajiv Gandhi International Stadium,110,24,42,11,1,14,0,9,7,108
Rajiv Gandhi International Stadium,111,22,41,16,0,15,0,8,8,110
Rajiv Gandhi International Stadium,112,30,37,9,0,8,0,10,11,105
Rajiv Gandhi International Stadium,113,32,38,6,1,9,0,10,16,112
Rajiv Gandhi International Stadium,114,30,33,11,0,16,0,7,10,107
Rajiv Gandhi International Stadium,115,32,46,15,0,13,0,7,15,128
Rajiv Gandhi International Stadium,116,26,31,10,0,10,0,9,13,99
Rajiv Gandhi International Stadium,117,25,37,9,0,11,0,6,9,97
Rajiv Gandhi International Stadium,118,25,37,7,0,11,0,5,18,103
Rajiv Gandhi International Stadium,119,20,31,13,0,15,0,4,10,93
