bowler,bowler_id,True Economy_death,True SR_death,dotpercentage_death,Containment_death,True Economy_middle,True SR_middle,dotpercentage_middle,Containment_middle,True Economy_powerplay,True SR_powerplay,dotpercentage_powerplay,Containment_powerplay
AR Patel,252,1.189561855670103,-2.9978354978354975,0.325,1.793103448275862,0.8944735862699913,-2.6805167824449754,0.3201803833145434,2.973821989528796,0.44278280542986437,-0.16359447004608185,0.4,2.4285714285714284
AS Joseph,635,1.2540372670807436,5.717948717948718,0.35,2.1,-1.7535744322960465,-6.636363636363637,0.3448275862068966,1.5789473684210527,-2.785832872163809,-11.2,0.5,1.6956521739130435
AS Rajpoot,596,-1.1208492106695687,1.8461538461538467,0.18181818181818182,0.6923076923076923,-0.29121500368245723,4.575757575757578,0.38926174496644295,2.0714285714285716,-1.595715676728335,-9.928888888888888,0.4461538461538462,1.7846153846153847
Abhishek Sharma,495,-1.0,6.0,0.0,0.0,-0.8774294189852698,0.8080357142857153,0.2265625,1.8125,0.304347826086957,74.0,0.4444444444444444,2.0
Akash Deep,497,-7.737556561085972,15.5,0.17647058823529413,0.375,-2.344545454545453,-10.235294117647058,0.36363636363636365,1.6,-2.7884436160298236,22.5,0.41379310344827586,2.0
Akash Singh,506,-3.75,18.0,0.0,0.0,4.25,42.0,0.3333333333333333,1.0,-2.5,12.0,0.4166666666666667,1.25
Anand Rajan,101,-2.028099173553718,3.593406593406594,0.325,1.0833333333333333,-0.795066413662239,7.666666666666664,0.3225806451612903,3.3333333333333335,0.8793650793650798,-19.5,0.5714285714285714,3.4285714285714284
Ankit Sharma,406,-0.4400000000000013,-7.0,0.24,1.0,-0.03337945347630633,-6.444444444444443,0.32142857142857145,2.8636363636363638,1.7176674364896076,6.928571428571427,0.4722222222222222,3.5789473684210527
Ankit Soni,470,-15.176470588235293,16.0,0.0,0.0,0.7093287310382426,2.6666666666666714,0.32673267326732675,2.357142857142857,8.82857142857143,11.5,0.6666666666666666,2.0
Anureet Singh,48,-0.9159870641169849,-0.25555555555555465,0.2755905511811024,1.0294117647058822,-1.0772712917149168,-5.648148148148149,0.2457627118644068,1.3181818181818181,1.4472049689440993,18.25,0.487012987012987,2.5
Arshdeep Singh,58,1.173506493506494,-3.0254872563718145,0.2727272727272727,1.7045454545454546,0.5587889882905603,8.073593073593074,0.3282442748091603,2.263157894736842,-0.05003179288827653,4.784722222222221,0.4108761329305136,2.1587301587301586
Avesh Khan,574,1.1471018780951194,-2.006933744221879,0.30584192439862545,1.4833333333333334,0.17472703816745927,10.155635062611807,0.41530054644808745,2.814814814814815,-1.0079436789398386,0.8154761904761898,0.5,2.1645569620253164
Azhar Mahmood,24,0.15402076793045083,0.4920634920634921,0.27722772277227725,1.2173913043478262,0.8498771498771491,-1.9841269841269842,0.41081081081081083,3.3043478260869565,-0.0676653761992938,1.5555555555555571,0.46853146853146854,3.35
